catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem
296835,213.60587148,1.47309954,213.60587148,1.47309954,15.923,15.912,0.05444,0.05354,-21.08,3.22,19.87,21.49,23.04,0.3477,70.67999,10.56,1.2,0.163,8,0,GAMA,,,
346888,135.3791797,2.07050116,135.3791797,2.07050116,16.271,15.999,0.05788,0.0568,-21.11,3.72,20.87,22.5,24.05,0.1013,123.97,10.59,1.21,0.207,8,0,GAMA,,,
31079,178.36218912,-1.13567911,178.36218912,-1.13567911,15.952,15.965,0.0821,0.0808,-21.97,6.81,21.12,22.75,24.3,0.5098,74.19,10.81,1.1,0.091,3,0,GAMA,,,
105419,211.71103504,0.85178405,211.71103504,0.85178405,16.958,16.003,0.04705,0.04613,-20.62,3.04,20.44,22.07,23.62,0.3537,75.25,10.24,0.99,0.156,8,0,GAMA,,,
144051,178.87771862,-1.26141078,178.87771862,-1.26141078,14.579,14.412,0.02115,0.01929,-20.4,4.89,19.32,20.95,22.5,0.31,15.98999,10.16,0.96,0.099,8,0,GAMA,,,
271385,174.11702391,1.30648916,174.11702391,1.30648916,15.864,15.848,0.07574,0.07444,-21.93,5.84,20.89,22.53,24.07,0.4188,171.16,10.96,1.32,0.087,8,0,GAMA,,,
250472,214.82210422,1.96894369,214.82210422,1.96894369,17.205,17.155,0.08385,0.08295,-20.84,2.83,20.75,22.38,23.93,0.3946,148.2,10.49,1.29,0.126,3,0,GAMA,,,
568545,215.49597208,-0.59034798,215.49597208,-0.59034798,16.717,16.57,0.05204,0.05117,-20.33,1.4,18.62,20.25,21.8,0.4842,152.31,10.38,1.34,0.192,8,0,GAMA,,,
301555,134.35370442,1.175189,134.35370442,1.175189,17.141,17.056,0.07181,0.07073,-20.57,2.14,20.41,22.04,23.59,0.19,69.84,10.32,1.19,0.186,3,0,GAMA,,,
78492,217.44013497,0.15840783,217.44013497,0.15840783,17.654,17.62,0.09008,0.08922,-20.58,2.06,20.05,21.69,23.24,0.6134,127.71,10.44,1.37,0.149,3,0,GAMA,,,
544104,214.10163028,-0.93570979,214.10163028,-0.93570979,17.009,16.992,0.0775,0.07659,-20.81,1.87,19.91,21.54,23.09,0.245,116.939995,10.49,1.29,0.172,3,1,GAMA,,,
622485,133.59887466,0.64043443,133.59887466,0.64043443,16.337,16.242,0.1106,0.10948,-22.45,2.8,20.21,21.85,23.4,0.1605,80.630005,11.17,1.4,0.191,4,0,GAMA,,,
347396,137.57902207,2.18959931,137.57902207,2.18959931,16.067,15.987,0.09798,0.09683,-22.39,4.44,20.74,22.37,23.92,0.3646,173.19,11.12,1.34,0.118,4,0,GAMA,,,
561769,184.79011569,-0.61606794,184.79011569,-0.61606794,18.916,18.665,0.05527,0.05404,-18.34,37.34,27.01,28.65,30.19,0.2167,74.88,9.54,1.25,0.112,3,1,GAMA,,,
289424,182.24006815,1.80073761,182.24006815,1.80073761,16.249,16.266,0.07925,0.07798,-21.53,4.6,20.85,22.48,24.03,0.484,146.45,10.33,0.68,0.099,3,0,GAMA,,,
287613,174.0155607,1.7640037,174.0155607,1.7640037,19.699,19.706,0.03697,0.03572,-16.26,1.07,21.15,22.78,24.33,0.4246,149.51999,9.01,2.1,0.101,8,6,GAMA,,,
536454,182.39681085,-0.91247515,182.39681085,-0.91247515,14.994,14.932,0.06115,0.05989,-22.32,6.69,20.6,22.24,23.78,0.1776,156.1,11.08,1.23,0.07,8,0,GAMA,,,
79075,219.98178759,0.19245376,219.98178759,0.19245376,16.927,16.894,0.07224,0.07143,-20.74,2.39,20.52,22.16,23.71,0.1271,83.2,10.35,1.13,0.174,3,0,GAMA,,,
512552,219.24040527,-1.06678093,219.24040527,-1.06678093,16.669,16.552,0.07308,0.07226,-21.12,3.2,20.66,22.29,23.84,0.2659,83.610016,10.61,1.27,0.147,3,0,GAMA,,,
492762,218.3129896,-1.35544478,218.3129896,-1.35544478,16.021,15.975,0.09402,0.09316,-22.25,1.29,18.3,19.94,21.49,0.155,47.839996,10.81,0.92,0.159,3,0,GAMA,,,
297087,214.60897844,1.35607525,214.60897844,1.35607525,16.437,16.453,0.08396,0.08306,-21.51,6.6,21.64,23.28,24.83,0.4098,83.79999,10.45,0.86,0.149,3,0,GAMA,,,
548835,129.38250453,-0.4617983,129.38250453,-0.4617983,16.314,16.244,0.07988,0.07885,-21.63,3.41,20.59,22.23,23.78,0.1825,158.28,10.81,1.29,0.136,3,0,GAMA,,,
422219,129.91255469,2.57408382,129.91255469,2.57408382,15.348,15.294,0.11395,0.11289,-23.47,13.32,22.44,24.08,25.62,0.0943,39.069992,11.57,1.4,0.126,4,0,GAMA,,,
387029,135.00812456,2.37734444,135.00812456,2.37734444,16.492,16.426,0.07297,0.07188,-21.25,5.77,21.51,23.15,24.7,0.3866,177.59,10.66,1.25,0.161,3,1,GAMA,,,
599879,132.92089276,0.41210944,132.92089276,0.41210944,17.563,17.372,0.05247,0.05142,-19.5,0.96,19.01,20.65,22.2,0.1912,147.01,9.57,0.73,0.129,3,0,GAMA,,,
609246,174.5575213,0.35279687,174.5575213,0.35279687,16.032,15.94,0.09853,0.0972,-22.42,3.64,20.38,22.02,23.57,0.1472,56.539993,11.07,1.25,0.075,4,0,GAMA,,,
177670,177.44305466,-1.997081,177.44305466,-1.997081,17.183,17.243,0.08461,0.0833,-20.78,4.02,21.86,23.5,25.05,0.0819,141.13,10.46,1.27,0.082,3,0,GAMA,,,
297194,214.98657663,1.37106258,214.98657663,1.37106258,16.478,16.444,0.10309,0.10218,-22.06,4.55,21.02,22.66,24.21,0.3767,152.41,10.99,1.34,0.138,4,0,GAMA,,,
617515,211.95421502,0.30396339,211.95421502,0.30396339,16.819,16.809,0.11436,0.11338,-21.97,4.7,21.67,23.31,24.86,0.2624,80.100006,10.91,1.32,0.165,4,0,GAMA,,,
107277,219.32231163,0.90015058,219.32231163,0.90015058,16.526,16.449,0.07965,0.07883,-21.44,3.14,20.1,21.74,23.29,0.4675,76.82001,10.74,1.29,0.149,3,1,GAMA,,,
376679,134.64993531,1.53042167,134.64993531,1.53042167,15.821,15.769,0.10789,0.10677,-22.81,5.81,21.35,23.0,24.55,0.3931,95.50001,11.09,1.06,0.183,4,0,GAMA,,,
186507,184.86536039,-1.53265338,184.86536039,-1.53265338,16.877,16.9,0.08858,0.08731,-21.24,4.79,21.58,23.22,24.77,0.3217,36.449997,10.63,1.28,0.094,3,0,GAMA,,,
278759,133.64067505,0.91877752,133.64067505,0.91877752,17.31,17.073,0.10787,0.10676,-21.57,4.19,21.96,23.6,25.15,0.0611,47.78,10.94,1.51,0.215,4,1,GAMA,,,
381207,131.68919723,1.82157611,131.68919723,1.82157611,16.097,15.844,0.05231,0.05128,-21.05,5.15,21.06,22.71,24.26,0.303,141.06999,10.61,1.26,0.162,8,0,GAMA,,,
298086,218.25104446,1.35961706,218.25104446,1.35961706,16.572,16.547,0.11394,0.11308,-22.2,5.21,21.63,23.28,24.83,0.2343,116.1,10.95,1.26,0.165,4,0,GAMA,,,
535230,176.98044074,-0.84213846,176.98044074,-0.84213846,16.316,16.32,0.07891,0.07761,-21.53,4.2,20.8,22.45,24.0,0.3305,71.03,10.66,1.15,0.088,3,0,GAMA,,,
197555,135.80276273,-0.75293044,135.80276273,-0.75293044,15.057,15.019,0.04943,0.04834,-21.74,13.14,21.8,23.45,25.0,0.3909,154.51001,10.77,1.12,0.106,8,0,GAMA,,,
609966,178.0015756,0.25793278,178.0015756,0.25793278,16.96,16.875,0.08251,0.08121,-21.11,2.37,20.15,21.8,23.35,0.3335,156.59,10.56,1.24,0.076,3,0,GAMA,,,
559250,176.36075931,-0.45320984,176.36075931,-0.45320984,16.278,16.289,0.09349,0.09217,-21.98,4.39,21.12,22.77,24.32,0.0918,0.13000488,10.96,1.33,0.083,8,0,GAMA,,,
177423,176.68466821,-1.89475423,176.68466821,-1.89475423,15.029,14.949,0.02876,0.02751,-20.58,12.48,21.53,23.19,24.73,0.4122,84.29001,10.39,1.18,0.074,8,0,GAMA,,,
460379,211.94662364,-1.71637209,211.94662364,-1.71637209,16.315,16.267,0.11461,0.11363,-22.48,3.92,20.76,22.42,23.97,0.2866,15.01001,11.04,1.23,0.222,4,0,GAMA,,,
238500,214.4985581,1.70716045,214.4985581,1.70716045,16.903,16.894,0.05498,0.0541,-20.12,1.62,19.65,21.3,22.85,0.1543,23.020004,10.18,1.19,0.139,8,0,GAMA,,,
297616,216.50896059,1.47362044,216.50896059,1.47362044,16.529,16.475,0.0867,0.08583,-21.61,3.85,20.76,22.42,23.96,0.336,56.22,10.79,1.29,0.123,3,0,GAMA,,,
228614,217.9608707,1.07684825,217.9608707,1.07684825,17.179,16.996,0.07902,0.07818,-20.88,0.7,17.89,19.54,21.09,0.3251,22.310005,10.49,1.26,0.14,3,0,GAMA,,,
371932,133.50345864,0.98291723,133.50345864,0.98291723,17.504,17.169,0.0529,0.05184,-19.81,55.75,25.47,27.12,28.67,0.6334,35.940002,10.06,1.08,0.199,8,1,GAMA,,,
97770,174.43995002,0.99049657,174.43995002,0.99049657,15.626,15.691,0.10137,0.10004,-22.77,9.57,21.88,23.54,25.08,0.2445,174.75,11.29,1.36,0.107,4,0,GAMA,,,
273413,183.54257076,1.27689581,183.54257076,1.27689581,16.768,16.788,0.07625,0.07499,-21.02,3.77,21.17,22.83,24.38,0.1776,133.96,10.62,1.35,0.113,3,0,GAMA,,,
99120,181.13530981,1.0013415,181.13530981,1.0013415,17.276,17.344,0.08353,0.08225,-20.64,3.3,21.04,22.7,24.25,0.4114,61.48999,10.43,1.31,0.079,3,0,GAMA,,,
220515,181.88320657,1.63737315,181.88320657,1.63737315,17.064,17.008,0.02162,0.01986,-17.81,15.45,24.16,25.82,27.36,0.2165,44.79001,8.94,0.72,0.101,8,0,GAMA,,,
594078,219.00382745,-0.11045167,219.00382745,-0.11045167,16.124,16.124,0.05755,0.05674,-21.01,3.9,20.72,22.38,23.92,0.1676,29.36,10.57,1.26,0.156,8,0,GAMA,,,
402408,175.05217198,1.94773514,175.05217198,1.94773514,16.748,16.433,0.07633,0.07503,-21.37,3.23,20.25,21.91,23.46,0.5166,125.3,11.08,1.56,0.098,8,1,GAMA,,,
303010,140.29293828,1.47272431,140.29293828,1.47272431,14.867,14.842,0.01732,0.01637,-19.56,7.96,20.75,22.42,23.96,0.2442,173.59,9.9,1.05,0.136,8,0,GAMA,,,
78546,217.65471875,0.15260836,217.65471875,0.15260836,19.141,15.279,0.02343,0.02252,-19.65,22.66,26.48,28.15,29.7,0.2634,93.08,10.12,1.26,0.142,8,1,GAMA,,,
7840,179.60541242,0.70685141,179.60541242,0.70685141,15.33,15.618,0.04867,0.04742,-21.11,10.39,21.85,23.52,25.07,0.1893,154.54999,10.61,1.23,0.084,8,1,GAMA,,,
252057,222.0074133,1.9368577,222.0074133,1.9368577,16.378,16.343,0.03345,0.03271,-19.54,2.48,19.92,21.59,23.13,0.2147,166.29001,9.91,1.12,0.144,8,0,GAMA,,,
746478,182.19440921,-0.03360964,182.19440921,-0.03360964,18.512,18.491,0.04279,0.04156,-17.88,0.08,14.19,15.86,17.41,0.57,47.299988,8.71,0.44,0.087,3,6,GAMA,,,
99820,184.48952289,0.90982686,184.48952289,0.90982686,16.664,16.552,0.11057,0.10927,-22.17,3.6,20.98,22.65,24.2,0.127,27.440002,11.13,1.48,0.083,4,1,GAMA,,,
221331,185.62387711,1.51359311,185.62387711,1.51359311,16.044,16.031,0.08063,0.07938,-21.92,12.36,21.33,23.0,24.55,0.811,118.259995,10.97,1.34,0.079,8,1,GAMA,,,
230294,179.18924411,1.91828946,179.18924411,1.91828946,16.9,16.781,0.10706,0.10574,-21.85,2.4,20.25,21.92,23.46,0.2535,9.269997,10.93,1.4,0.085,4,0,GAMA,,,
184932,178.61016444,-1.45862842,178.61016444,-1.45862842,17.286,17.268,0.07836,0.07706,-20.58,2.15,20.43,22.1,23.65,0.2328,20.25,10.38,1.26,0.091,3,0,GAMA,,,
485883,217.74873843,-1.8231639,217.74873843,-1.8231639,16.07,15.978,0.05575,0.05491,-21.04,3.44,20.2,21.87,23.42,0.278,55.490005,10.54,1.18,0.166,8,0,GAMA,,,
320147,217.12994457,1.76132816,217.12994457,1.76132816,16.634,16.629,0.11277,0.11189,-22.11,3.1,20.6,22.27,23.81,0.1982,100.369995,11.01,1.37,0.12,4,0,GAMA,,,
583723,176.31667533,-0.19882604,176.31667533,-0.19882604,15.722,15.697,0.09456,0.09324,-22.59,7.1,21.5,23.17,24.72,0.1144,6.7099915,11.2,1.33,0.077,8,0,GAMA,,,
32135,183.47778859,-1.08460358,183.47778859,-1.08460358,16.625,16.529,0.10137,0.10007,-21.91,4.27,21.15,22.82,24.37,0.2779,156.29001,10.93,1.34,0.077,4,0,GAMA,,,
240500,222.83781243,1.46827492,222.83781243,1.46827492,16.91,16.809,0.0759,0.07515,-20.94,2.89,20.2,21.87,23.42,0.5363,17.699997,10.41,1.08,0.148,3,0,GAMA,,,
584648,180.06771934,-0.14370511,180.06771934,-0.14370511,17.281,17.242,0.08154,0.08025,-20.68,2.2,20.51,22.19,23.73,0.2425,170.92,10.46,1.3,0.1,3,0,GAMA,,,
8301,181.68685894,0.7011761,181.68685894,0.7011761,17.671,17.623,0.09133,0.09004,-20.58,1.87,20.6,22.27,23.82,0.2122,84.4,10.33,1.24,0.1,3,0,GAMA,,,
8865,184.03133471,0.65632281,184.03133471,0.65632281,16.685,16.556,0.0744,0.07314,-21.16,2.5,20.28,21.96,23.5,0.1,23.950012,10.66,1.32,0.098,3,0,GAMA,,,
230194,178.79967852,1.99192592,178.79967852,1.99192592,16.094,16.067,0.07922,0.07793,-21.81,3.66,20.35,22.03,23.58,0.245,77.100006,10.86,1.26,0.092,3,0,GAMA,,,
865650,174.77883072,1.55697879,174.77883072,1.55697879,20.056,18.624,0.04135,0.04009,,1.6,22.5,24.18,25.72,0.2374,33.78,9.93,1.85,0.08,8,1,GAMA,,,
297053,214.51297981,1.47079405,214.51297981,1.47079405,15.886,15.887,0.05577,0.05489,-21.16,5.67,21.1,22.79,24.33,0.2376,82.90001,10.6,1.21,0.154,8,0,GAMA,,,
324157,134.67662679,1.60293374,134.67662679,1.60293374,18.466,18.423,0.05385,0.05278,-18.51,1.43,20.73,22.41,23.95,0.2106,39.17,9.44,1.07,0.185,3,0,GAMA,,,
300852,131.09274135,1.16079504,131.09274135,1.16079504,18.603,18.311,0.00718,0.00659,-14.16,7.57,25.84,27.52,29.07,0.1491,53.870003,7.58,0.8,0.121,8,0,GAMA,,,
229164,220.7318824,1.15111779,220.7318824,1.15111779,15.603,15.6,0.05029,0.04952,-21.19,4.08,20.29,21.97,23.51,0.1239,18.859993,10.57,1.14,0.15,8,0,GAMA,,,
272394,179.24010783,1.28029751,179.24010783,1.28029751,16.516,16.545,0.0807,0.07941,-21.37,5.92,21.69,23.38,24.92,0.2793,24.459991,10.62,1.17,0.055,3,0,GAMA,,,
585069,181.03552555,-0.11322712,181.03552555,-0.11322712,16.071,15.94,0.06391,0.06265,-21.41,2.39,19.3,20.98,22.53,0.3314,140.27,10.65,1.16,0.093,3,0,GAMA,,,
504953,217.93153106,-1.99163782,217.93153106,-1.99163782,15.262,15.349,0.05479,0.05396,-21.64,7.25,22.05,23.73,25.28,0.0975,84.91,10.48,0.8,0.163,8,0,GAMA,,,
221283,185.52499253,1.57697401,185.52499253,1.57697401,17.326,17.271,0.09194,0.09067,-20.93,3.53,21.58,23.26,24.81,0.0984,62.839996,10.51,1.27,0.084,3,0,GAMA,,,
287690,174.43517033,1.70986606,174.43517033,1.70986606,16.431,16.331,0.09506,0.09374,-21.98,2.5,19.54,21.23,22.77,0.4698,125.37,10.94,1.32,0.095,4,0,GAMA,,,
39742,178.04147813,-0.79285135,178.04147813,-0.79285135,19.598,19.486,0.0278,0.02654,-15.95,7.93,24.23,25.92,27.46,0.592,161.95001,8.29,0.86,0.08,8,0,GAMA,,,
230675,180.80516134,1.95091113,180.80516134,1.95091113,13.305,13.012,0.02167,0.01992,-21.92,17.12,20.04,21.72,23.27,0.5423,44.75,11.1,1.35,0.084,8,1,GAMA,,,
203217,133.08522995,-0.27765907,133.08522995,-0.27765907,16.766,16.706,0.10988,0.10877,-21.95,4.29,21.45,23.14,24.69,0.1321,3.5899963,10.96,1.38,0.109,4,0,GAMA,,,
272835,181.02471547,1.43144237,181.02471547,1.43144237,17.068,17.045,0.08356,0.08228,-20.96,2.15,19.78,21.47,23.02,0.5298,141.65,10.5,1.25,0.089,3,0,GAMA,,,
279324,136.60254148,0.96558748,136.60254148,0.96558748,16.963,16.923,0.07147,0.07036,-20.74,4.06,21.53,23.22,24.76,0.1925,34.890015,10.43,1.24,0.132,3,0,GAMA,,,
509397,221.19365524,-1.51910411,221.19365524,-1.51910411,16.204,16.125,0.05672,0.05594,-20.94,5.55,22.57,24.26,25.81,0.1933,47.01001,10.24,0.85,0.187,8,0,GAMA,,,
517272,131.65697925,2.45091569,131.65697925,2.45091569,16.809,16.705,0.07845,0.0774,-21.15,16.48,23.62,25.31,26.86,0.2766,160.29999,10.42,0.97,0.185,3,1,GAMA,,,
508181,216.15808386,-1.63229198,216.15808386,-1.63229198,15.349,15.281,0.05584,0.05498,-21.76,7.68,21.05,22.74,24.28,0.3529,172.7,10.82,1.18,0.172,8,0,GAMA,,,
320938,220.1667011,1.62805427,220.1667011,1.62805427,16.764,16.679,0.0853,0.08449,-21.38,4.0,20.99,22.69,24.23,0.3816,110.78,10.74,1.34,0.144,3,0,GAMA,,,
79688,222.71914109,0.09450239,222.71914109,0.09450239,15.118,14.898,0.04342,0.04268,-21.57,8.15,21.18,22.87,24.42,0.07,5.2900085,10.81,1.23,0.169,8,0,GAMA,,,
65186,222.00100578,-0.30076767,222.00100578,-0.30076767,16.943,16.939,0.08352,0.08274,-21.03,1.92,20.58,22.28,23.82,0.2782,74.380005,10.5,1.19,0.166,3,0,GAMA,,,
570203,222.73125024,-0.49237623,222.73125024,-0.49237623,14.998,14.918,0.04335,0.04261,-21.56,5.32,20.25,21.95,23.49,0.1749,107.3,10.78,1.22,0.183,8,0,GAMA,,,
492169,215.14653321,-1.41345483,215.14653321,-1.41345483,15.543,15.506,0.08308,0.08218,-22.46,7.59,21.49,23.19,24.73,0.1351,114.090004,11.12,1.26,0.202,8,0,GAMA,,,
231529,184.20819333,1.91207363,184.20819333,1.91207363,17.007,16.782,0.07815,0.07689,-21.06,1.54,19.17,20.87,22.41,0.4027,174.13,10.6,1.3,0.09,3,0,GAMA,,,
107416,219.86173788,1.01747992,219.86173788,1.01747992,16.317,16.274,0.08314,0.08233,-21.68,2.66,20.0,21.7,23.24,0.2248,120.92,10.62,1.02,0.163,3,0,GAMA,,,
30945,177.53887294,-1.1710339,177.53887294,-1.1710339,17.223,17.223,0.08219,0.08089,-20.75,1.56,19.84,21.54,23.09,0.1246,23.459991,10.44,1.28,0.078,3,1,GAMA,,,
6821,174.15315328,0.8154385533333334,174.15315328,0.81585522,14.659,15.807,0.00443,0.00375,-15.55,6.21,21.81,23.51,25.06,0.1558,23.36,7.42,-0.01,0.094,8,5,GAMA,,,
272941,181.45476319,1.39180987,181.45476319,1.39180987,16.882,16.863,0.11409,0.11277,-21.9,2.81,20.47,22.18,23.72,0.2983,78.06,10.9,1.35,0.076,4,0,GAMA,,,
138064,180.71172349,-1.78203252,180.71172349,-1.78203252,14.592,14.467,0.02212,0.02041,-20.48,7.84,20.62,22.34,23.88,0.0629,136.05,10.34,1.15,0.088,8,0,GAMA,,,
594049,218.93554344,-0.01336915,218.93554344,-0.01336915,13.912,13.39,0.03026,0.02947,-22.26,28.64,21.81,23.52,25.06,0.3352,21.169998,11.07,1.18,0.155,8,0,GAMA,,,
54500,178.29135629,-0.39899849,178.29135629,-0.39899849,16.09,16.081,0.08203,0.08073,-21.87,6.67,21.62,23.33,24.88,0.2365,7.2599945,10.93,1.32,0.083,8,0,GAMA,,,
487113,222.98609031,-1.5576122,222.98609031,-1.5576122,16.583,16.542,0.10048,0.09971,-21.88,6.97,22.31,24.03,25.57,0.1385,19.290009,10.91,1.33,0.197,4,1,GAMA,,,
185622,181.08444427,-1.53027621,181.08444427,-1.53027621,15.867,16.853,0.0067,0.00488,-15.47,43.81,27.89,29.61,31.15,0.2915,72.95001,7.87,0.54,0.087,8,0,GAMA,,,
279944,140.13285408,1.02917132,140.13285408,1.02917132,16.819,16.687,0.08876,0.08759,-21.46,2.25,19.69,21.41,22.95,0.4415,85.649994,10.69,1.24,0.113,3,0,GAMA,,,
145037,182.50669005,-1.25472567,182.50669005,-1.25472567,16.812,16.817,0.06145,0.06019,-20.46,2.32,19.44,21.16,22.7,0.6145,159.08,10.32,1.23,0.083,3,0,GAMA,,,
14696,212.63444736,0.63652793,212.63444736,0.63652793,15.886,15.802,0.10641,0.10545,-22.79,8.5,22.03,23.75,25.29,0.0299,60.789993,11.32,1.41,0.143,4,0,GAMA,,,
48576,217.68674962,-0.79862217,217.68674962,-0.79862217,16.623,16.527,0.03591,0.03509,-19.47,2.32,20.02,21.74,23.28,0.1803,139.03,9.65,0.81,0.173,8,0,GAMA,,,
107280,219.27495673,0.88835687,219.27495673,0.88835687,17.418,17.352,0.07874,0.07792,-20.49,2.75,21.36,23.08,24.62,0.0481,109.979996,10.3,1.21,0.148,3,0,GAMA,,,
609329,175.14543831,0.28107706,175.14543831,0.28107706,16.548,16.419,0.10715,0.10581,-22.2,2.96,20.33,22.06,23.6,0.311,152.18,11.04,1.36,0.102,4,0,GAMA,,,
549170,130.65722636,-0.62171748,130.65722636,-0.62171748,17.156,14.651,0.10958,0.1085,-23.88,4.36,21.71,23.43,24.98,0.1898,88.099976,11.76,1.1,0.101,4,0,GAMA,,,
7970,180.03501227,0.67714968,180.03501227,0.67714968,17.767,17.229,0.089,0.0877,-20.93,1.75,20.69,22.42,23.96,0.1429,70.14,10.6,1.39,0.091,3,0,GAMA,,,
93384,220.26593515,0.61945805,220.26593515,0.61945805,16.636,17.426,0.01072,0.00937,-15.87,11.27,25.22,26.95,28.49,0.418,176.04999,8.05,0.59,0.172,8,0,GAMA,,,
402759,177.08802773,1.95532363,177.08802773,1.95532363,16.468,16.475,0.09586,0.09455,-21.87,6.15,22.08,23.81,25.35,0.1018,73.75,10.91,1.34,0.114,4,0,GAMA,,,
513275,222.88054221,-0.99607348,222.88054221,-0.99607348,16.653,16.615,0.11088,0.1101,-22.06,4.71,21.69,23.42,24.96,0.1543,45.14,10.94,1.31,0.162,4,0,GAMA,,,
543857,213.11398771,-0.85378924,213.11398771,-0.85378924,16.882,16.884,0.0333,0.03241,-18.96,8.04,22.76,24.5,26.04,0.2531,121.22,9.56,0.97,0.201,8,0,GAMA,,,
136847,176.31263887,-1.70276387,176.31263887,-1.70276387,14.152,14.161,0.02907,0.02782,-21.39,6.8,19.68,21.41,22.96,0.2829,45.410004,10.65,1.1,0.064,8,0,GAMA,,,
143287,175.15740828,-1.35142332,175.15740828,-1.35142332,16.077,16.022,0.04689,0.04562,-20.62,9.24,21.71,23.45,24.99,0.4938,38.829987,10.33,1.12,0.062,8,0,GAMA,,,
402421,175.10741297,1.98492758,175.10741297,1.98492758,15.694,15.624,0.0761,0.0748,-22.18,14.46,22.43,24.17,25.71,0.348,62.979996,11.07,1.33,0.095,8,0,GAMA,,,
273546,184.08373338,1.27887481,184.08373338,1.27887481,16.228,16.137,0.07584,0.07458,-21.62,3.79,20.18,21.92,23.46,0.4707,116.68,10.76,1.21,0.082,3,0,GAMA,,,
279910,139.85523047,1.05979042,139.85523047,1.05979042,15.973,15.912,0.08802,0.08685,-22.22,2.88,19.66,21.41,22.95,0.304,137.24,11.01,1.27,0.095,8,0,GAMA,,,
214855,131.96047518,0.59846904,131.96047518,0.59846904,18.614,17.229,0.11124,0.11015,-21.51,42.62,26.03,27.77,29.31,0.7005,27.790009,11.25,1.8,0.168,4,1,GAMA,,,
30470,175.42071079,-1.20901814,175.42071079,-1.20901814,16.826,16.652,0.07915,0.07784,-21.23,5.68,21.7,23.45,24.99,0.1892,53.0,10.67,1.31,0.071,3,0,GAMA,,,
202480,129.92932234,-0.33696963,129.92932234,-0.33696963,16.108,15.9,0.05303,0.05202,-21.03,4.24,20.52,22.28,23.82,0.3106,100.19,10.56,1.21,0.111,8,0,GAMA,,,
517279,131.6803687,2.53922464,131.6803687,2.53922464,15.188,15.449,0.02976,0.02876,-20.18,9.51,21.73,23.48,25.02,0.0759,16.690002,10.36,1.33,0.175,8,0,GAMA,,,
218688,139.60748757,0.84955163,139.60748757,0.84955163,17.453,17.445,0.08812,0.08695,-20.67,1.12,19.46,21.22,22.76,0.0873,157.45,10.32,1.11,0.096,3,0,GAMA,,,
137206,177.47663224,-1.64355984,177.47663224,-1.64355984,16.631,16.615,0.08443,0.08312,-21.4,5.39,21.66,23.42,24.96,0.2849,4.7099915,10.76,1.33,0.084,3,0,GAMA,,,
137074,176.96047891,-1.72795492,176.96047891,-1.72795492,16.956,16.885,0.08439,0.08308,-21.12,2.61,20.32,22.08,23.62,0.3453,80.34,10.63,1.33,0.066,3,0,GAMA,,,
238205,213.60888364,1.77008963,213.60888364,1.77008963,17.808,18.184,0.05557,0.05467,-18.78,2.4,21.76,23.52,25.06,0.0972,159.28,9.55,1.04,0.205,3,1,GAMA,,,
491960,214.19826727,-1.34911657,214.19826727,-1.34911657,15.13,15.139,0.05016,0.04927,-21.65,7.47,20.91,22.68,24.22,0.2893,92.14,10.71,1.07,0.17,8,0,GAMA,,,
493538,221.51494539,-1.2003341,221.51494539,-1.2003341,17.654,17.303,0.05033,0.04956,-19.56,124.09,26.43,28.21,29.74,0.7656,176.70999,10.1,1.23,0.18,8,1,GAMA,,,
619311,219.26715137,0.38336438,219.26715137,0.38336438,16.612,16.511,0.07933,0.07851,-21.35,8.44,22.45,24.23,25.77,0.2389,33.42,10.64,1.19,0.158,3,0,GAMA,,,
106815,217.3517478,1.01231598,217.3517478,1.01231598,17.156,17.126,0.08794,0.08708,-20.94,1.69,20.03,21.81,23.35,0.0514,92.63,10.3,0.99,0.128,3,0,GAMA,,,
215295,133.55045344,0.57178408,133.55045344,0.57178408,17.253,16.497,0.11018,0.10906,-22.11,125.76,27.19,28.98,30.52,0.1783,81.48,11.29,1.52,0.182,4,1,GAMA,,,
184658,177.34430215,-1.50820281,177.34430215,-1.50820281,17.081,17.073,0.0836,0.08229,-20.92,3.98,21.41,23.19,24.73,0.2304,69.130005,10.51,1.27,0.076,3,0,GAMA,,,
396890,175.45111233,1.52644353,175.45111233,1.52644353,16.535,16.467,0.11053,0.10919,-22.2,6.42,21.43,23.23,24.76,0.4658,149.78,10.97,1.25,0.078,4,1,GAMA,,,
508470,217.09625756,-1.53663067,217.09625756,-1.53663067,16.465,16.465,0.05714,0.05629,-20.6,15.18,23.75,25.54,27.08,0.0753,49.660004,10.14,0.9,0.196,8,0,GAMA,,,
508287,216.5294371,-1.59894027,216.5294371,-1.59894027,18.684,18.421,0.02641,0.02558,-16.88,2.21,22.82,24.62,26.16,0.9475,66.91,8.26,0.37,0.182,8,0,GAMA,,,
690968,176.45465723,-0.80858009,176.45465723,-0.80858009,19.056,18.076,0.11205,0.11071,-20.91,0.74,19.65,21.45,22.98,0.1555,67.07001,10.91,2.26,0.085,4,1,GAMA,,,
138827,184.39980755,-1.73664684,184.39980755,-1.73664684,16.38,16.324,0.089,0.08772,-21.76,1.76,19.04,20.84,22.38,0.2667,148.78,10.66,1.03,0.109,3,0,GAMA,,,
