catid,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match
220751,1,3.0,182.99295889,1.49295221,182.99295889,1.49295221,18.162,18.003,0.00947,0.00724,-15.05,5.55,22.81,23.56,25.35,0.5536,69.740005,7.69,0.53,0.099,8.0,0.0,GAMA,,,,False,True,True
220951,1,3.0,184.03379738,1.61064705,184.03379738,1.61064705,17.255,17.217,0.05101,0.04978,-19.6,3.61,20.57,20.99,23.19,0.7569,159.83,9.74,0.89,0.094,3.0,0.0,GAMA,,,,False,True,True
221014,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
221050,1,3.0,184.35337226,1.61028425,184.35337226,1.61028425,16.459,16.435,0.05096,0.04973,-20.33,6.64,21.51,22.23,24.03,0.6129,170.54999,9.72,0.49,0.089,3.0,0.0,GAMA,,,,False,True,True
221052,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
221194,1,3.0,185.11525606,1.46974407,185.11525606,1.46974407,14.645,14.316,0.00732,0.00526,-18.16,19.73,21.74,22.53,24.29,0.7617,146.65,9.0,0.62,0.09,8.0,0.0,GAMA,,,,False,True,True
22121,1,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
221369,1,3.0,185.83472434,1.61648135,185.83472434,1.61648135,17.238,17.251,0.02841,0.02721,-18.22,2.09,20.36,21.57,23.18,0.3437,119.11,8.64,0.18,0.082,8.0,0.0,GAMA,,,,False,True,True
221375,1,3.0,185.82531709,1.48686069,185.82531709,1.48686069,15.258,15.265,0.02904,0.02785,-20.26,8.56,21.11,21.96,23.68,0.5338,36.53,9.82,0.63,0.083,8.0,0.0,GAMA,,,,False,True,True
221432,1,3.0,185.90152138,1.57867958,185.90152138,1.57867958,18.996,18.947,0.02655,0.0253,-16.47,24.92,25.19,26.45,28.04,0.7403,6.149994,8.35,0.64,0.081,8.0,0.0,GAMA,,,,False,True,True
22175,1,3.0,176.32034453,1.22731822,176.32034453,1.22731822,17.848,17.828,0.02946,0.02822,-17.7,5.54,22.7,23.53,25.27,0.5457,174.17,8.73,0.55,0.067,8.0,0.0,GAMA,,,,False,True,True
22178,1,3.0,176.25171663,1.17860017,176.25171663,1.17860017,18.363,18.341,0.02963,0.02839,-17.2,3.64,22.73,23.13,25.37,0.3444,16.5,8.36,0.34,0.074,8.0,0.0,GAMA,,,,False,True,True
22582,1,0.5,178.191957,1.19481093,178.191957,1.19481093,15.646,15.605,0.0791,0.07781,-22.26,3.73,20.08,21.57,23.14,0.1927,134.31,11.06,1.28,0.081,8.0,0.0,GAMA,,,,False,True,True
22595,1,1.0,178.31624751,1.21121208,178.31624751,1.21121208,15.731,15.634,0.08032,0.07903,-22.29,3.68,19.81,21.22,22.79,0.4436,28.220001,11.12,1.36,0.079,8.0,0.0,GAMA,,,,False,True,True
22633,1,3.0,178.44474785,1.19346667,178.44474785,1.19346667,16.012,15.948,0.07169,0.07041,-21.64,5.08,21.18,22.06,23.77,0.297,17.370003,10.4,0.7,0.073,3.0,0.0,GAMA,,,,False,True,True
227036,1,3.0,211.82816809,1.28195925,211.82816809,1.28195925,15.894,15.873,0.03566,0.03475,-20.11,5.29,21.12,21.92,23.67,0.3863,20.419998,9.56,0.39,0.137,8.0,0.0,GAMA,,,,False,True,True
227079,1,3.0,211.92355196,1.3731198,211.92355196,1.3731198,18.032,18.044,0.02586,0.02492,-17.22,4.34,21.95,22.45,24.5,0.7148,45.429993,8.5,0.5,0.127,8.0,0.0,GAMA,,,,False,True,True
227123,1,2.0,212.19793545,1.31796275,212.19793545,1.31796275,16.356,16.362,0.0486,0.04769,-20.34,2.55,19.39,20.38,22.04,0.6298,140.18,10.18,1.06,0.156,8.0,0.0,GAMA,,,,False,True,True
227134,1,3.0,212.3221181,1.32086663,212.3221181,1.32086663,18.813,18.683,0.02605,0.02512,-16.61,4.11,23.15,23.79,25.66,0.5496,41.61,8.33,0.58,0.167,8.0,0.0,GAMA,,,,False,True,True
227168,1,3.0,212.46811562,1.30502461,212.46811562,1.30502461,18.831,18.806,0.0265,0.02559,-16.54,2.19,21.87,22.32,24.46,0.5131,156.2,8.22,0.47,0.159,8.0,0.0,GAMA,,,,False,True,True
227176,1,3.0,212.50920169,1.2631647,212.50920169,1.2631647,15.654,15.635,0.02668,0.02578,-19.7,4.87,20.93,21.8,23.52,0.1649,118.93,9.52,0.54,0.156,8.0,0.0,GAMA,,,,False,True,True
227223,1,3.0,212.6710636,1.33941466,212.6710636,1.33941466,15.654,15.539,0.0556,0.05469,-21.46,3.69,20.46,20.94,23.02,0.1125,88.06,10.31,0.67,0.15,8.0,0.0,GAMA,,,,False,True,True
227230,1,3.0,212.72097557,1.36939882,212.72097557,1.36939882,15.839,15.82,0.02693,0.02603,-19.54,8.52,21.27,22.12,23.84,0.6977,119.29,9.68,0.8,0.15,8.0,0.0,GAMA,,,,False,True,True
227264,1,1.5,212.82385184,1.27527329,212.82385184,1.27527329,14.481,14.436,0.0259,0.02498,-20.86,6.63,19.78,21.21,22.78,0.4433,83.01001,10.41,1.06,0.14,8.0,0.0,GAMA,,,,False,True,True
227266,1,0.0,212.85929549,1.28651969,212.85929549,1.28651969,13.445,13.349,0.0259,0.02498,-21.96,9.68,20.07,21.47,23.05,0.1132,56.869995,10.96,1.19,0.146,8.0,0.0,GAMA,,,,False,True,True
227278,1,1.0,212.82985142,1.30953672,212.82985142,1.30953672,15.393,15.368,0.02588,0.02496,-19.92,2.05,18.38,19.55,21.17,0.4252,112.96,10.11,1.15,0.142,8.0,0.0,GAMA,,,,False,True,True
227289,1,3.0,212.8223054,1.35261696,212.8223054,1.35261696,16.917,16.513,0.02654,0.02564,-18.89,8.45,23.06,24.08,25.73,0.0821,43.690002,9.17,0.45,0.143,8.0,0.0,GAMA,,,,False,True,True
227290,3,5.0,212.85395707,1.25320212,212.85395707,1.25320212,18.047,18.025,0.0264,0.0255,-17.32,2.75,22.27,23.25,24.92,0.0914,89.94,8.86,0.88,0.143,8.0,0.0,GAMA,,,,True,True,True
227317,1,3.0,213.02676898,1.20157695,213.02676898,1.20157695,17.31,17.353,0.02624,0.02533,-17.95,3.29,21.77,22.74,24.41,0.1832,104.100006,9.08,0.85,0.179,8.0,0.0,GAMA,,,,False,True,True
227351,3,2.5,213.09292578,1.36523,213.09292578,1.36523,16.414,16.338,0.02574,0.02482,-18.94,8.39,21.53,22.23,24.05,0.7798,138.7,9.5,0.87,0.155,8.0,0.0,GAMA,,,,True,True,True
227371,1,3.0,213.11455765,1.22907014,213.11455765,1.22907014,17.819,17.862,0.02601,0.0251,-17.42,6.81,23.08,23.76,25.6,0.5933,52.339996,8.56,0.46,0.152,8.0,0.0,GAMA,,,,False,True,True
227407,3,3.0,213.27177511,1.17681416,213.27177511,1.17681416,18.719,18.679,0.026,0.02509,-16.61,3.32,22.56,23.23,25.08,0.5242,92.35,8.48,0.76,0.14,8.0,0.0,GAMA,,,,True,True,True
227428,1,2.5,213.4402437,1.18032315,213.4402437,1.18032315,16.693,16.709,0.05546,0.05456,-20.29,3.06,20.75,21.17,23.37,0.3731,111.159996,10.01,0.87,0.144,8.0,0.0,GAMA,,,,False,True,True
227572,1,3.0,214.25273551,1.29564426,214.25273551,1.29564426,16.341,16.303,0.05722,0.05633,-20.75,4.75,21.16,22.26,23.89,0.6694,156.88,10.11,0.78,0.141,8.0,0.0,GAMA,,,,False,True,True
227607,2,2.0,214.32444086,1.15622892,214.32444086,1.15622892,15.669,15.615,0.05445,0.05356,-21.39,10.69,21.51,22.53,24.18,0.6946,103.63,10.75,1.27,0.161,8.0,0.0,GAMA,,,,True,True,True
227611,2,1.0,214.3066034,1.30190539,214.3066034,1.30190539,15.376,15.326,0.05659,0.0557,-21.76,3.65,19.47,20.95,22.51,0.4265,130.13,10.86,1.24,0.144,8.0,0.0,GAMA,,,,True,True,True
227614,1,2.0,214.31263739,1.22936591,214.31263739,1.22936591,16.791,16.592,0.05526,0.05437,-20.43,2.97,20.53,21.4,23.12,0.5475,175.25,10.15,1.0,0.15,8.0,0.0,GAMA,,,,False,True,True
227617,1,0.0,214.32397858,1.22152981,214.32397858,1.22152981,16.172,16.077,0.05515,0.05426,-20.94,4.97,21.31,22.87,24.42,0.1588,79.21999,10.52,1.2,0.151,8.0,0.0,GAMA,,,,False,True,True
227618,1,2.5,214.33315346,1.17350798,214.33315346,1.17350798,15.893,15.874,0.05533,0.05444,-21.12,4.42,20.99,21.76,23.53,0.1551,96.42,10.33,0.86,0.16,8.0,0.0,GAMA,,,,False,True,True
227673,2,3.0,214.53595252,1.22411658,214.53595252,1.22411658,16.427,16.17,0.02659,0.02572,-19.16,5.59,22.05,22.82,24.59,0.1269,133.71,9.35,0.58,0.146,8.0,0.0,GAMA,,,,True,True,True
227905,1,1.0,215.31936155,1.20743873,215.31936155,1.20743873,15.356,15.349,0.05568,0.05481,-21.69,3.45,18.62,19.96,21.54,0.7299,79.91998,10.79,1.18,0.149,8.0,0.0,GAMA,,,,False,True,True
227961,1,2.5,215.49730676,1.15991779,215.49730676,1.15991779,16.622,16.613,0.05571,0.05484,-20.46,6.26,20.69,21.19,23.24,0.8436,63.570007,10.36,1.25,0.14,8.0,0.0,GAMA,,,,False,True,True
227970,1,3.0,215.60459273,1.19760322,215.60459273,1.19760322,15.832,15.846,0.05498,0.05412,-21.13,4.36,20.77,21.64,23.36,0.2396,20.959991,10.16,0.64,0.125,8.0,0.0,GAMA,,,,False,True,True
228066,1,1.5,215.86741742,1.10209118,215.86741742,1.10209118,15.945,15.861,0.04053,0.03968,-20.45,5.11,19.69,21.02,22.61,0.774,87.70999,10.31,1.14,0.111,8.0,0.0,GAMA,,,,False,True,True
228086,1,3.0,216.08083664,1.12442128,216.08083664,1.12442128,17.114,17.124,0.03955,0.03871,-19.12,4.98,22.52,23.53,25.19,0.1959,118.979996,9.18,0.41,0.111,8.0,0.0,GAMA,,,,False,True,True
228104,1,-9.0,216.131261,1.18759148,216.131261,1.18759148,18.765,18.456,0.03996,0.03912,-17.79,0.75,20.01,20.97,22.64,0.1246,18.529999,9.13,1.0,0.122,8.0,0.0,GAMA,,,,False,True,True
228105,1,2.0,216.13822121,1.17731892,216.13822121,1.17731892,13.728,13.619,0.03965,0.03881,-22.63,12.38,20.88,22.14,23.74,0.1823,34.23999,11.03,0.96,0.123,8.0,0.0,GAMA,,,,False,True,True
228278,1,3.0,216.82265646,1.09652228,216.82265646,1.09652228,17.833,17.852,0.02741,0.0266,-17.55,6.3,22.7,23.69,25.36,0.6492,67.100006,8.51,0.35,0.105,8.0,0.0,GAMA,,,,False,True,True
228349,1,2.5,217.07668061,1.12956917,217.07668061,1.12956917,16.219,16.121,0.05584,0.055,-20.9,6.06,21.9,22.9,24.56,0.1776,124.979996,10.21,0.84,0.117,8.0,0.0,GAMA,,,,False,True,True
22839,1,3.0,179.2426978,1.1480091,179.2426978,1.1480091,17.226,17.259,0.04044,0.0392,-19.02,4.39,21.24,21.92,23.75,0.6812,45.75,9.37,0.7,0.059,8.0,0.0,GAMA,,,,False,True,True
228428,2,3.0,217.30669011,1.07186204,217.30669011,1.07186204,16.581,16.599,0.03773,0.03691,-19.47,3.65,20.49,20.89,23.14,0.6254,65.09999,9.52,0.63,0.128,8.0,0.0,GAMA,,,,True,True,True
228432,2,3.0,217.38574581,1.11738209,217.38574581,1.11738209,16.553,16.582,0.03057,0.02975,-19.07,4.42,20.48,21.2,23.01,0.7468,38.619995,9.4,0.7,0.137,8.0,0.0,GAMA,,,,True,True,True
228433,1,3.0,217.38888972,1.10444656,217.38888972,1.10444656,16.497,16.476,0.03079,0.02997,-19.17,5.85,21.47,22.36,24.06,0.5625,119.64,9.33,0.56,0.136,8.0,0.0,GAMA,,,,False,True,True
228564,1,2.0,217.85247035,1.23438853,217.85247035,1.23438853,14.548,14.539,0.03083,0.03002,-21.16,4.38,19.3,20.52,22.12,0.4104,60.48001,10.65,1.21,0.147,8.0,0.0,GAMA,,,,False,True,True
228570,1,2.0,217.75731914,1.2428516,217.75731914,1.2428516,14.539,14.473,0.02698,0.02618,-20.89,7.51,20.76,21.77,23.43,0.1209,6.800003,10.13,0.7,0.147,8.0,0.0,GAMA,,,,False,True,True
228575,1,-9.0,217.87849304,1.11754195,217.87849304,1.11754195,17.607,17.617,0.03089,0.03008,-18.03,1.69,20.28,21.45,23.07,0.3436,109.619995,9.03,0.75,0.147,8.0,0.0,GAMA,,,,False,True,True
228608,1,2.5,217.90958026,1.12386604,217.90958026,1.12386604,16.864,16.876,0.0308,0.02999,-18.81,3.69,20.38,21.26,22.97,0.7384,72.380005,9.73,1.22,0.147,8.0,0.0,GAMA,,,,False,True,True
22862,1,3.0,179.30444456,1.18809898,179.30444456,1.18809898,17.955,17.957,0.04242,0.04118,-18.42,4.64,23.02,24.09,25.73,0.2487,50.73999,9.1,0.67,0.057,8.0,0.0,GAMA,,,,False,True,True
228708,1,0.0,218.45043403,1.18721545,218.45043403,1.18721545,16.204,16.21,0.09484,0.09399,-22.11,3.14,20.59,21.96,23.54,0.103,162.09,10.99,1.31,0.17,8.0,0.0,GAMA,,,,False,True,True
228740,1,2.0,218.61286202,1.08029573,218.61286202,1.08029573,15.827,15.799,0.0797,0.07887,-22.09,4.96,20.73,21.9,23.52,0.3884,59.380005,10.95,1.23,0.163,8.0,0.0,GAMA,,,,False,True,True
228767,1,-9.0,218.63083073,1.18792222,218.63083073,1.18792222,17.228,17.222,0.03113,0.03034,-18.46,1.33,19.56,20.51,22.19,0.2977,17.399994,9.11,0.64,0.168,8.0,0.0,GAMA,,,,False,True,True
22887,1,2.0,179.40256799,1.14077516,179.40256799,1.14077516,15.152,15.157,0.0375,0.03626,-20.97,6.05,20.24,21.21,22.88,0.5442,143.90001,10.47,1.09,0.065,8.0,0.0,GAMA,,,,False,True,True
229097,1,3.0,220.18233995,1.03376107,220.18233995,1.03376107,16.866,16.414,0.03516,0.03439,-19.6,3.97,21.56,22.44,24.15,0.395,25.18,9.68,0.74,0.165,8.0,0.0,GAMA,,,,False,True,True
229163,1,2.0,220.84274218,1.09811594,220.84274218,1.09811594,14.983,14.974,0.03886,0.0381,-21.24,5.2,20.22,20.92,22.74,0.3147,179.19,10.59,1.1,0.156,8.0,0.0,GAMA,,,,False,True,True
229164,1,0.5,220.7318824,1.15111779,220.7318824,1.15111779,15.603,15.6,0.05029,0.04952,-21.19,4.08,20.29,21.97,23.51,0.1239,18.859993,10.57,1.14,0.15,8.0,0.0,GAMA,,,,False,True,True
229167,2,2.5,220.78246138,1.10002105,220.78246138,1.10002105,15.461,15.43,0.03467,0.03391,-20.52,7.09,20.46,21.13,22.98,0.7033,15.75,10.2,0.97,0.156,8.0,0.0,GAMA,,,,True,True,True
229220,1,-9.0,221.22857872,1.03975596,221.22857872,1.03975596,17.746,17.695,0.03626,0.03551,-18.34,0.8,19.06,20.6,22.16,0.1613,160.03,9.37,1.04,0.157,8.0,0.0,GAMA,,,,False,True,True
229263,2,3.0,221.39772081,1.09317189,221.39772081,1.09317189,18.714,18.529,0.02717,0.02645,-16.79,1.96,21.94,22.87,24.56,0.2362,132.91,8.43,0.64,0.155,8.0,0.0,GAMA,,,,True,True,True
22932,1,3.0,179.63289033,1.13192419,179.63289033,1.13192419,16.792,16.789,0.04054,0.0393,-19.51,4.68,22.07,22.86,24.62,0.0237,46.83001,9.47,0.58,0.067,8.0,0.0,GAMA,,,,False,True,True
229335,1,3.0,221.95488809,1.05158142,221.95488809,1.05158142,15.354,15.367,0.02935,0.02862,-20.18,4.97,21.08,21.79,23.6,0.048,161.03,9.71,0.53,0.201,8.0,0.0,GAMA,,,,False,True,True
229369,1,3.0,222.10268756,1.03927113,222.10268756,1.03927113,18.145,18.148,0.02725,0.02654,-17.23,5.04,23.4,24.11,25.92,0.2897,18.600006,8.54,0.55,0.186,8.0,0.0,GAMA,,,,False,True,True
229461,1,3.0,222.9199726,1.10904825,222.9199726,1.10904825,18.005,17.847,0.04021,0.03948,-18.42,1.7,21.19,21.84,23.7,0.0979,74.350006,9.03,0.57,0.163,8.0,0.0,GAMA,,,,False,True,True
230174,1,3.0,178.74752807,1.85812136,178.74752807,1.85812136,17.794,17.664,0.0224,0.02076,-17.23,3.9,22.72,23.21,25.27,0.1867,109.97,8.48,0.45,0.086,8.0,0.0,GAMA,,,,False,True,True
230421,1,1.0,179.77182515,1.90992123,179.77182515,1.90992123,15.625,15.623,0.04869,0.04744,-21.11,2.58,18.99,20.3,21.89,0.4422,92.96,10.51,1.11,0.079,8.0,0.0,GAMA,,,,False,True,True
230455,1,0.5,179.89602352,1.8670652,179.89602352,1.8670652,15.856,15.83,0.07884,0.07756,-22.07,7.1,21.44,22.73,24.32,0.3455,26.160004,11.05,1.37,0.088,8.0,0.0,GAMA,,,,False,True,True
230556,1,0.0,180.3269596,1.89278283,180.3269596,1.89278283,15.978,15.98,0.07888,0.0776,-21.88,5.3,21.52,22.76,24.36,0.0672,73.56,10.97,1.34,0.102,8.0,0.0,GAMA,,,,False,True,True
230560,1,3.0,180.34542878,1.92574024,180.34542878,1.92574024,15.61,15.595,0.02043,0.01849,-19.15,6.27,21.6,22.57,24.25,0.0433,89.76,9.52,0.79,0.107,8.0,0.0,GAMA,,,,False,True,True
230567,1,1.0,180.40956494,1.99188263,180.40956494,1.99188263,14.682,14.6,0.04874,0.0475,-22.15,5.0,19.58,20.97,22.54,0.3618,7.269989,11.04,1.24,0.104,8.0,0.0,GAMA,,,,False,True,True
230634,1,2.0,180.67787172,1.95220866,180.67787172,1.95220866,14.192,13.731,0.01933,0.01728,-20.92,9.24,20.02,21.16,22.78,0.5606,148.45,10.54,1.17,0.084,8.0,0.0,GAMA,,,,False,True,True
230683,1,0.0,180.86975065,1.97642781,180.86975065,1.97642781,15.406,15.423,0.02221,0.02054,-19.52,4.57,20.61,21.73,23.36,0.0299,13.459991,9.94,1.13,0.088,8.0,0.0,GAMA,,,,False,True,True
23070,1,1.0,180.18146705,1.18217251,180.18146705,1.18217251,16.197,16.063,0.0804,0.07912,-21.85,2.88,19.9,21.27,22.85,0.3456,121.07,10.92,1.3,0.083,8.0,0.0,GAMA,,,,False,True,True
230714,1,2.5,180.9759373,1.89125907,180.9759373,1.89125907,14.866,14.717,0.02582,0.02451,-20.56,15.08,21.41,22.28,24.0,0.6699,133.74,10.18,0.91,0.101,8.0,0.0,GAMA,,,,False,True,True
230719,1,3.0,181.02041002,1.97178476,181.02041002,1.97178476,18.154,18.226,0.02525,0.0239,-16.99,2.5,21.21,22.05,23.78,0.6001,16.220001,8.75,0.91,0.102,8.0,0.0,GAMA,,,,False,True,True
23075,1,1.5,180.14910745,1.20629991,180.14910745,1.20629991,16.076,16.09,0.05011,0.04886,-20.7,3.83,20.07,20.88,22.62,0.5797,169.7,10.38,1.14,0.083,8.0,0.0,GAMA,,,,False,True,True
230774,1,3.0,181.09424323,1.86722172,181.09424323,1.86722172,18.045,18.254,0.01865,0.01654,-16.28,2.67,22.27,23.1,24.84,0.1039,6.1900024,8.56,1.01,0.101,8.0,0.0,GAMA,,,,False,True,True
230776,1,0.0,181.11277351,1.89596769,181.11277351,1.89596769,12.034,11.531,0.02151,0.01973,-23.36,33.05,20.57,21.88,23.47,0.3321,101.28001,11.6,1.27,0.102,8.0,0.0,GAMA,,,,False,True,True
230777,1,-9.0,181.12070968,1.89409255,181.12070968,1.89409255,14.014,15.305,0.02286,0.02128,-19.72,2.53,19.33,20.66,22.24,0.1292,149.14,10.08,1.2,0.102,8.0,0.0,GAMA,,,,False,True,True
230786,1,0.0,181.0545379,1.90016163,181.0545379,1.90016163,15.588,15.565,0.02105,0.01919,-19.27,2.37,19.25,20.33,21.97,0.2025,123.4,9.93,1.24,0.103,8.0,0.0,GAMA,,,,False,True,True
230787,1,0.0,181.06213957,1.86667151,181.06213957,1.86667151,16.739,16.774,0.02246,0.02083,-18.19,2.33,20.36,21.48,23.11,0.1909,129.74,9.34,1.05,0.101,8.0,0.0,GAMA,,,,False,True,True
230789,1,0.5,181.07218222,1.91745956,181.07218222,1.91745956,16.682,16.627,0.0227,0.0211,-18.38,1.11,18.56,19.64,21.28,0.3084,156.10999,9.52,1.18,0.103,8.0,0.0,GAMA,,,,False,True,True
230793,1,1.0,181.12279847,1.93997181,181.12279847,1.93997181,15.624,15.661,0.01935,0.0173,-18.97,4.51,20.0,21.12,22.74,0.5543,107.899994,9.73,1.14,0.102,8.0,0.0,GAMA,,,,False,True,True
230796,1,-9.0,181.1530494,1.89265457,181.1530494,1.89265457,17.072,16.681,0.02206,0.02037,-18.25,1.06,19.18,20.31,21.94,0.073,150.28,9.48,1.17,0.1,8.0,0.0,GAMA,,,,False,True,True
230797,1,0.0,181.15316312,1.91898482,181.15316312,1.91898482,17.852,17.827,0.02145,0.01966,-17.03,0.95,19.69,20.81,22.43,0.0549,130.70001,8.94,1.13,0.101,8.0,0.0,GAMA,,,,False,True,True
230813,1,3.0,181.17168489,1.99692268,181.17168489,1.99692268,17.62,17.49,0.02401,0.02256,-17.61,4.65,22.45,23.45,25.11,0.3042,153.77,9.02,0.93,0.098,8.0,0.0,GAMA,,,,False,True,True
23082,1,0.0,180.21030428,1.15764677,180.21030428,1.15764677,15.809,15.688,0.07983,0.07855,-22.21,3.05,19.85,21.47,23.02,0.087,110.74,11.08,1.34,0.084,8.0,0.0,GAMA,,,,False,True,True
230829,1,3.0,181.18902098,1.9201865,181.18902098,1.9201865,18.758,18.82,0.02144,0.01965,-16.0,2.18,22.46,23.2,24.99,0.0617,83.79999,8.37,0.93,0.099,8.0,0.0,GAMA,,,,False,True,True
230836,1,2.0,181.22197855,1.94227769,181.22197855,1.94227769,15.166,15.173,0.021,0.01914,-19.66,7.39,21.07,22.55,24.11,0.1619,100.2,10.03,1.17,0.095,8.0,0.0,GAMA,,,,False,True,True
230837,1,-9.0,181.2329212,1.90085506,181.2329212,1.90085506,17.056,17.106,0.02131,0.0195,-17.76,4.68,21.84,22.92,24.55,0.4072,118.66,9.24,1.12,0.095,8.0,0.0,GAMA,,,,False,True,True
230880,1,1.0,181.36470368,1.94811987,181.36470368,1.94811987,15.772,15.785,0.02057,0.01864,-19.0,4.89,20.63,21.68,23.33,0.4071,14.600006,9.7,1.09,0.09,8.0,0.0,GAMA,,,,False,True,True
230884,1,3.0,181.45025652,1.97169315,181.45025652,1.97169315,18.023,17.954,0.02271,0.02111,-17.09,3.71,22.37,23.44,25.08,0.3532,169.12,8.78,0.93,0.104,8.0,0.0,GAMA,,,,False,True,True
230898,1,-9.0,181.57793379,1.91580561,181.57793379,1.91580561,19.575,19.089,0.02099,0.01912,-16.04,3.68,23.2,24.61,26.18,0.5145,62.270004,8.71,1.15,0.1,8.0,0.0,GAMA,,,,False,True,True
230901,1,3.0,181.49899309,1.88578827,181.49899309,1.88578827,16.87,16.823,0.02129,0.01948,-18.01,9.91,22.33,23.04,24.85,0.826,53.170013,9.28,1.05,0.095,8.0,0.0,GAMA,,,,False,True,True
231024,1,3.0,182.13020547,1.90942501,182.13020547,1.90942501,15.306,15.248,0.02232,0.02067,-19.7,14.3,21.09,21.79,23.61,0.8438,125.64,10.04,1.15,0.105,8.0,0.0,GAMA,,,,False,True,True
23117,1,1.5,180.40771265,1.1979921,180.40771265,1.1979921,15.362,15.362,0.0832,0.08191,-22.62,7.31,21.08,22.5,24.07,0.2802,30.600006,11.14,1.2,0.083,8.0,0.0,GAMA,,,,False,True,True
231528,1,1.5,184.20647152,1.90790595,184.20647152,1.90790595,15.998,15.914,0.07848,0.07722,-21.94,13.29,22.7,24.56,26.09,0.2746,91.37,10.96,1.32,0.09,8.0,0.0,GAMA,,,,False,True,True
23225,1,1.5,180.87304073,1.22935008,180.87304073,1.22935008,14.5,14.461,0.02179,0.02005,-20.44,6.83,20.37,21.79,23.36,0.2362,155.45999,10.3,1.12,0.07,8.0,0.0,GAMA,,,,False,True,True
23259,1,2.5,180.96362386,1.13035586,180.96362386,1.13035586,17.449,17.341,0.0839,0.08262,-20.68,7.45,21.57,22.59,24.24,0.8459,89.850006,10.52,1.37,0.067,3.0,0.0,GAMA,,,,False,True,True
23265,1,0.0,180.91580293,1.20458191,180.91580293,1.20458191,15.944,15.869,0.07926,0.07798,-22.02,3.02,20.21,21.6,23.18,0.1177,107.19,11.0,1.34,0.068,8.0,0.0,GAMA,,,,False,True,True
23337,1,2.5,181.22756826,1.21560603,181.22756826,1.21560603,15.7,15.672,0.02286,0.02128,-19.33,6.26,21.27,21.99,23.8,0.2991,140.44,9.74,0.97,0.067,8.0,0.0,GAMA,,,,False,True,True
23341,1,0.0,181.2276879,1.23408229,181.2276879,1.23408229,15.912,15.892,0.07961,0.07833,-22.02,3.36,20.27,21.64,23.22,0.1526,127.399994,11.01,1.35,0.067,8.0,0.0,GAMA,,,,False,True,True
23519,1,3.0,181.78338383,1.07722864,181.78338383,1.07722864,18.754,18.754,0.02284,0.02125,-16.22,3.59,23.28,24.24,25.92,0.1557,49.73001,8.39,0.84,0.093,8.0,0.0,GAMA,,,,False,True,True
23565,1,2.0,182.20693056,1.1918103,182.20693056,1.1918103,15.53,15.534,0.03832,0.0371,-20.64,4.65,20.17,21.32,22.94,0.4506,39.78,10.31,1.06,0.097,8.0,0.0,GAMA,,,,False,True,True
23578,1,3.0,182.14188243,1.2016423,182.14188243,1.2016423,18.212,18.28,0.02241,0.02076,-16.67,4.81,21.69,22.52,24.26,0.8466,43.78,8.44,0.69,0.099,8.0,0.0,GAMA,,,,False,True,True
23591,1,3.0,182.27582522,1.10576346,182.27582522,1.10576346,17.577,17.589,0.02647,0.02519,-17.72,1.48,20.28,21.25,22.92,0.1544,86.32,8.9,0.74,0.104,8.0,0.0,GAMA,,,,False,True,True
23593,1,3.0,182.32194058,1.15158193,182.32194058,1.15158193,18.025,18.042,0.02159,0.01982,-16.79,2.42,21.4,22.52,24.15,0.3895,69.609985,8.51,0.73,0.104,8.0,0.0,GAMA,,,,False,True,True
23619,1,1.5,182.39664405,1.13114534,182.39664405,1.13114534,16.1,15.991,0.07776,0.07649,-21.86,3.79,19.74,21.15,22.73,0.624,71.09999,10.98,1.39,0.109,8.0,0.0,GAMA,,,,False,True,True
23623,1,1.0,182.42032848,1.17285043,182.42032848,1.17285043,15.15,15.007,0.079,0.07773,-22.88,14.6,22.11,23.65,25.21,0.3747,9.950012,11.36,1.36,0.108,8.0,0.0,GAMA,,,,False,True,True
23669,1,3.0,182.65519906,1.06494185,182.65519906,1.06494185,17.206,17.159,0.02315,0.0216,-17.84,2.98,23.16,23.52,25.88,0.5622,9.269989,8.75,0.51,0.107,8.0,0.0,GAMA,,,,False,True,True
23737,1,3.0,182.76848439,1.1190535,182.76848439,1.1190535,18.845,18.87,0.02202,0.02032,-16.06,2.83,23.03,23.76,25.56,0.1671,15.399994,8.35,0.85,0.101,8.0,0.0,GAMA,,,,False,True,True
237990,1,3.0,212.85502927,1.63749718,212.85502927,1.63749718,17.67,17.632,0.02612,0.02521,-17.63,4.12,21.69,22.5,24.25,0.6603,75.09,8.57,0.4,0.18,8.0,0.0,GAMA,,,,False,True,True
238072,1,3.0,213.15764735,1.61565258,213.15764735,1.61565258,16.665,16.679,0.02671,0.02582,-18.69,8.83,21.95,22.96,24.62,0.7795,33.089996,9.16,0.59,0.163,8.0,0.0,GAMA,,,,False,True,True
