catid,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match
517211,1,1.0,131.34479878,2.52395232,131.34479878,2.52395232,16.128,16.121,0.07745,0.0764,-21.68,3.95,20.23,21.21,22.88,0.5747,137.25,10.79,1.24,0.154,3.0,0.0,GAMA,,,,False,True,True
517212,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
517244,1,1.5,131.46055278,2.50981418,131.46055278,2.50981418,16.784,16.79,0.07617,0.07512,-20.99,2.11,20.1,20.94,22.67,0.3248,68.42999,10.44,1.1,0.163,3.0,0.0,GAMA,,,,False,True,True
517247,1,2.5,131.51096495,2.53367037,131.51096495,2.53367037,15.341,15.315,0.02892,0.02795,-20.24,12.05,20.99,21.62,23.5,0.8305,24.330002,10.2,1.1,0.16,8.0,0.0,GAMA,,,,False,True,True
517249,1,3.0,131.55101172,2.41047481,131.55101172,2.41047481,16.064,16.026,0.02907,0.0281,-19.49,5.47,21.76,22.51,24.29,0.3849,71.979996,9.4,0.49,0.178,8.0,0.0,GAMA,,,,False,True,True
517256,1,3.0,131.42709697,2.35608399,131.42709697,2.35608399,17.008,16.947,0.03362,0.03261,-18.89,7.15,22.13,22.71,24.65,0.6943,162.61,9.25,0.59,0.2,8.0,0.0,GAMA,,,,False,True,True
517273,1,3.0,131.66885877,2.40802114,131.66885877,2.40802114,15.249,15.177,0.01383,0.01326,-18.71,3.83,19.64,20.76,22.39,0.3965,26.169998,9.16,0.56,0.192,8.0,0.0,GAMA,,,,False,True,True
517278,1,0.5,131.6831757,2.53742151,131.6831757,2.53742151,13.789,13.536,0.0291,0.02813,-22.03,5.31,18.75,20.12,21.7,0.4134,77.45001,11.06,1.29,0.175,8.0,0.0,GAMA,,,,False,True,True
517279,1,0.0,131.6803687,2.53922464,131.6803687,2.53922464,15.188,15.449,0.02976,0.02876,-20.18,9.51,21.73,23.48,25.02,0.0759,16.690002,10.36,1.33,0.175,8.0,0.0,GAMA,,,,False,True,True
517295,1,-9.0,131.62760336,2.54407472,131.62760336,2.54407472,18.15,18.123,0.02941,0.02843,-17.44,3.0,22.35,23.24,24.95,0.2142,134.51,8.94,0.91,0.167,8.0,0.0,GAMA,,,,False,True,True
517302,1,1.5,131.7262154,2.56007097,131.7262154,2.56007097,15.317,15.314,0.02971,0.02871,-20.29,5.31,20.52,21.78,23.38,0.3003,149.66,10.18,1.06,0.172,8.0,0.0,GAMA,,,,False,True,True
517306,1,3.0,131.71343753,2.56970539,131.71343753,2.56970539,16.4,16.342,0.03061,0.0296,-19.29,4.72,21.34,22.11,23.88,0.3657,65.649994,9.38,0.57,0.17,8.0,0.0,GAMA,,,,False,True,True
517307,1,3.0,131.71561266,2.56809196,131.71561266,2.56809196,18.693,18.497,0.02871,0.02775,-16.99,2.16,22.09,22.94,24.67,0.2839,24.309998,8.69,0.84,0.171,8.0,0.0,GAMA,,,,False,True,True
517310,1,3.0,131.73220454,2.40483398,131.73220454,2.40483398,17.473,17.454,0.03616,0.03515,-18.57,3.09,20.97,22.38,23.95,0.5622,52.839996,9.26,0.77,0.182,8.0,0.0,GAMA,,,,False,True,True
517334,1,-9.0,131.74502056,2.38752174,131.74502056,2.38752174,19.062,19.195,0.02874,0.02778,-16.3,2.99,23.3,23.98,25.82,0.2586,67.84,8.32,0.73,0.176,8.0,0.0,GAMA,,,,False,True,True
517465,1,1.0,132.53360618,2.61652557,132.53360618,2.61652557,17.292,17.305,0.05934,0.0583,-19.9,1.61,19.82,21.26,22.83,0.3621,21.050003,10.1,1.22,0.115,8.0,0.0,GAMA,,,,False,True,True
517594,1,3.0,132.99774725,2.54344202,132.99774725,2.54344202,17.327,17.339,0.02952,0.02851,-18.22,3.89,20.92,21.43,23.47,0.7477,88.390015,8.97,0.58,0.115,8.0,0.0,GAMA,,,,False,True,True
517802,1,3.0,133.76902216,2.68481103,133.76902216,2.68481103,17.175,17.196,0.05945,0.05839,-20.02,7.64,21.52,22.35,24.08,0.8597,60.270004,10.04,1.05,0.169,8.0,0.0,GAMA,,,,False,True,True
517868,1,3.0,133.96788446,2.52429075,133.96788446,2.52429075,15.296,15.051,0.01345,0.01277,-18.75,12.02,22.29,23.21,24.9,0.6574,66.31,9.18,0.56,0.185,8.0,0.0,GAMA,,,,False,True,True
517960,1,3.0,134.27689276,2.66458362,134.27689276,2.66458362,17.194,17.03,0.01399,0.0133,-16.87,8.81,23.49,24.33,26.06,0.3883,117.560005,8.3,0.4,0.152,8.0,0.0,GAMA,,,,False,True,True
518026,1,3.0,134.74443584,2.76356951,134.74443584,2.76356951,19.348,18.975,0.04026,0.03921,-17.32,3.66,22.92,23.62,25.44,0.6866,91.38,9.04,1.07,0.172,8.0,0.0,GAMA,,,,False,True,True
518041,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
518755,1,2.0,137.90994934,2.91661663,137.90994934,2.91661663,15.54,15.52,0.05199,0.05089,-21.36,8.12,21.72,22.9,24.52,0.2564,57.580017,10.67,1.19,0.212,8.0,0.0,GAMA,,,,False,True,True
518782,1,2.0,138.01527721,2.8758561,138.01527721,2.8758561,14.783,14.758,0.02658,0.0256,-20.58,12.29,21.36,22.56,24.17,0.5145,83.95999,10.2,0.93,0.162,8.0,0.0,GAMA,,,,False,True,True
518829,1,0.5,138.22947896,2.93087801,138.22947896,2.93087801,16.672,16.687,0.03952,0.03843,-19.56,1.88,19.5,20.74,22.34,0.3977,146.92,9.93,1.13,0.14,8.0,0.0,GAMA,,,,False,True,True
518870,1,3.0,138.29628555,2.92020823,138.29628555,2.92020823,17.192,17.175,0.02728,0.02628,-18.2,4.58,21.63,22.3,24.15,0.5763,82.42001,8.84,0.44,0.13,8.0,0.0,GAMA,,,,False,True,True
519089,1,3.0,139.35295173,2.87669046,139.35295173,2.87669046,15.896,15.848,0.0266,0.0256,-19.49,9.27,20.94,21.67,23.47,0.8197,51.08,9.5,0.61,0.115,8.0,0.0,GAMA,,,,False,True,True
519141,1,0.5,139.73967597,2.93965013,139.73967597,2.93965013,16.076,16.038,0.08707,0.08591,-22.05,2.79,20.03,21.54,23.1,0.1642,32.899994,10.92,1.22,0.143,8.0,0.0,GAMA,,,,False,True,True
521719,1,3.0,130.53875743,2.89517246,130.53875743,2.89517246,18.254,18.198,0.02556,0.02475,-17.05,2.17,20.98,21.56,23.5,0.6296,131.47,8.48,0.55,0.107,8.0,0.0,GAMA,,,,False,True,True
521736,1,2.5,130.67894037,2.87319427,130.67894037,2.87319427,16.417,16.387,0.05106,0.05005,-20.42,1.55,18.95,20.17,21.77,0.3344,26.929993,9.87,0.63,0.113,3.0,0.0,GAMA,,,,False,True,True
521753,1,3.0,130.858308,2.90583006,130.858308,2.90583006,15.597,15.597,0.02698,0.0261,-19.77,5.82,20.19,20.88,22.71,0.7119,41.679993,9.79,0.82,0.144,8.0,0.0,GAMA,,,,False,True,True
521768,1,2.5,131.07263022,2.88117438,131.07263022,2.88117438,16.057,16.045,0.05148,0.05046,-20.78,4.3,21.01,21.96,23.64,0.2182,77.44,10.19,0.87,0.149,8.0,0.0,GAMA,,,,False,True,True
521794,1,1.0,131.21183174,2.8308294,131.21183174,2.8308294,17.173,17.151,0.07768,0.07664,-20.67,1.91,19.55,20.72,22.34,0.621,52.89,10.4,1.24,0.145,3.0,0.0,GAMA,,,,False,True,True
521823,1,0.0,131.33012371,2.92524828,131.33012371,2.92524828,16.036,15.975,0.07939,0.07834,-21.89,3.21,20.51,21.75,23.35,0.0558,148.01,10.94,1.31,0.119,8.0,0.0,GAMA,,,,False,True,True
521894,1,3.0,131.65458201,2.82702752,131.65458201,2.82702752,16.405,16.399,0.01384,0.01328,-17.48,5.44,21.85,22.57,24.37,0.2577,112.880005,8.77,0.69,0.121,8.0,0.0,GAMA,,,,False,True,True
521898,1,3.0,131.68612207,2.79427531,131.68612207,2.79427531,18.318,18.335,0.02883,0.02787,-17.15,1.95,21.89,22.5,24.4,0.0941,72.41,8.46,0.49,0.126,8.0,0.0,GAMA,,,,False,True,True
521991,1,2.5,131.99036326,2.88992694,131.99036326,2.88992694,16.343,16.333,0.05965,0.05861,-20.84,5.12,21.48,22.18,24.0,0.3125,41.78,10.34,1.04,0.119,8.0,0.0,GAMA,,,,False,True,True
521997,1,2.0,132.02858001,2.83096061,132.02858001,2.83096061,15.679,15.687,0.07785,0.0768,-22.15,7.36,20.84,22.02,23.64,0.6371,171.2,10.94,1.16,0.128,8.0,0.0,GAMA,,,,False,True,True
522033,1,1.0,132.18252005,2.85015716,132.18252005,2.85015716,16.066,15.769,0.06735,0.0663,-21.76,2.37,19.34,20.79,22.36,0.3668,155.01001,10.96,1.33,0.117,8.0,0.0,GAMA,,,,False,True,True
522127,1,3.0,132.68137454,2.9278422,132.68137454,2.9278422,18.84,18.699,0.02887,0.02789,-16.82,2.98,22.35,23.07,24.88,0.5001,40.58,8.42,0.6,0.115,8.0,0.0,GAMA,,,,False,True,True
522166,1,3.0,133.05044818,2.95538004,133.05044818,2.95538004,17.215,17.2,0.02972,0.02871,-18.38,2.66,20.96,21.7,23.49,0.3689,35.47,8.94,0.47,0.176,8.0,0.0,GAMA,,,,False,True,True
527984,1,2.0,140.62888732,-0.85951686,140.62888732,-0.85951686,15.381,15.4,0.05614,0.05499,-21.66,5.3,20.55,22.13,23.68,0.2569,30.420013,10.79,1.2,0.126,8.0,0.0,GAMA,,,,False,True,True
534654,1,2.5,174.35287085,-0.96381693,174.35287085,-0.96381693,15.828,15.794,0.05139,0.05011,-21.02,3.46,20.54,21.41,23.13,0.0276,113.619995,10.31,0.89,0.081,8.0,0.0,GAMA,,,,False,True,True
534655,1,0.5,174.364431,-0.84656847,174.364431,-0.84656847,14.52,14.466,0.04771,0.04644,-22.21,7.81,20.45,21.63,23.24,0.3975,54.53,11.13,1.33,0.071,8.0,0.0,GAMA,,,,False,True,True
534710,1,2.5,174.72129188,-0.94257797,174.72129188,-0.94257797,17.253,17.294,0.02824,0.02698,-18.17,2.69,20.64,21.37,23.17,0.5322,29.419998,9.13,0.81,0.053,8.0,0.0,GAMA,,,,False,True,True
534753,1,2.5,175.02584602,-0.90141518,175.02584602,-0.90141518,14.416,14.385,0.02995,0.0287,-21.22,1.79,19.27,20.22,21.9,0.3269,49.78,10.35,0.8,0.082,8.0,0.0,GAMA,,,,False,True,True
534759,1,3.0,174.93605879,-1.02471637,174.93605879,-1.02471637,17.827,16.977,0.02967,0.02842,-18.55,26.44,24.83,26.31,27.87,0.5422,5.1800003,9.26,0.8,0.075,8.0,0.0,GAMA,,,,False,True,True
534760,3,0.0,174.94844197,-0.84393942,174.94844197,-0.84393942,15.514,15.553,0.05384,0.05256,-21.41,5.07,20.69,22.09,23.66,0.1795,5.029999,10.72,1.23,0.054,8.0,0.0,GAMA,,,,True,True,True
534763,3,1.0,174.97633193,-0.9227117,174.97633193,-0.9227117,17.146,17.138,0.02955,0.0283,-18.43,1.97,19.84,20.87,22.52,0.5248,88.14,9.42,1.03,0.073,8.0,0.0,GAMA,,,,True,True,True
534793,3,5.0,175.06072096,-0.92709228,175.06072096,-0.92709228,19.495,19.516,0.02971,0.02846,-16.04,0.8,20.76,21.84,23.47,0.212,89.22,8.35,0.92,0.085,8.0,0.0,GAMA,,,,True,True,True
534885,3,3.0,175.50774685,-1.04622304,175.50774685,-1.04622304,17.924,17.994,0.02851,0.02726,-17.45,5.41,24.58,25.48,27.18,0.5773,156.33,8.62,0.54,0.07,8.0,0.0,GAMA,,,,True,True,True
534904,1,1.0,175.67756968,-0.95672315,175.67756968,-0.95672315,16.439,16.329,0.05119,0.04992,-20.51,1.37,18.49,19.78,21.37,0.3989,117.99,10.37,1.24,0.072,8.0,0.0,GAMA,,,,False,True,True
535007,1,3.0,176.12553925,-0.98985348,176.12553925,-0.98985348,18.664,18.714,0.02136,0.01955,-16.13,1.94,21.51,22.38,24.09,0.4472,120.96001,8.2,0.66,0.072,8.0,0.0,GAMA,,,,False,True,True
535135,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
535157,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
535283,1,3.0,177.25575149,-0.88835186,177.25575149,-0.88835186,17.851,17.788,0.02153,0.01974,-17.06,1.59,20.3,21.2,22.9,0.4971,86.91998,8.5,0.56,0.081,8.0,0.0,GAMA,,,,False,True,True
535387,1,2.0,177.65912753,-0.8907316,177.65912753,-0.8907316,16.009,15.985,0.05268,0.05141,-20.91,3.24,19.98,21.51,23.07,0.3504,97.78,10.37,1.02,0.077,8.0,0.0,GAMA,,,,False,True,True
535417,1,3.0,177.76474895,-0.93749533,177.76474895,-0.93749533,16.98,16.992,0.04103,0.03978,-19.31,1.99,19.15,19.95,21.7,0.7207,96.17,9.49,0.71,0.071,8.0,0.0,GAMA,,,,False,True,True
535429,1,2.0,177.83784015,-0.97051641,177.83784015,-0.97051641,16.375,16.245,0.10725,0.10592,-22.32,3.65,21.08,21.86,23.62,0.0783,40.11,10.96,1.15,0.068,4.0,0.0,GAMA,,,,False,True,True
535974,1,3.0,179.96349789,-0.85869187,179.96349789,-0.85869187,16.799,16.819,0.03693,0.03569,-19.23,2.48,20.31,20.94,22.82,0.3972,110.799995,9.27,0.47,0.088,8.0,0.0,GAMA,,,,False,True,True
536087,1,3.0,180.36759867,-0.89171526,180.36759867,-0.89171526,17.116,17.16,0.02243,0.02077,-17.79,5.5,22.35,22.83,24.91,0.4066,21.100006,9.06,0.88,0.093,8.0,0.0,GAMA,,,,False,True,True
536173,1,3.0,180.92864761,-0.9920858,180.92864761,-0.9920858,18.099,18.104,0.04195,0.04071,-18.24,1.34,20.55,21.3,23.08,0.1845,148.92,9.05,0.68,0.082,8.0,0.0,GAMA,,,,False,True,True
536201,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
536235,1,0.5,181.21979186,-0.98748129,181.21979186,-0.98748129,15.682,15.63,0.08316,0.08187,-22.35,10.53,21.87,23.5,25.05,0.3859,5.9600067,11.1,1.29,0.077,8.0,0.0,GAMA,,,,False,True,True
536332,1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
536363,1,3.0,182.00765016,-0.9683302,182.00765016,-0.9683302,16.798,16.757,0.02516,0.02379,-18.42,4.42,22.04,22.76,24.57,0.0606,70.06,8.95,0.46,0.084,8.0,0.0,GAMA,,,,False,True,True
536454,1,0.0,182.39681085,-0.91247515,182.39681085,-0.91247515,14.994,14.932,0.06115,0.05989,-22.32,6.69,20.6,22.24,23.78,0.1776,156.1,11.08,1.23,0.07,8.0,0.0,GAMA,,,,False,True,True
536463,1,1.0,182.47688834,-0.91817312,182.47688834,-0.91817312,15.748,15.719,0.08049,0.07921,-22.18,3.2,19.44,20.59,22.21,0.5249,98.65,11.05,1.31,0.074,8.0,0.0,GAMA,,,,False,True,True
536625,1,2.5,132.38664975,-0.083603,132.38664975,-0.083603,15.664,15.665,0.03807,0.03704,-20.48,5.42,20.84,22.04,23.65,0.3124,158.70999,10.18,0.97,0.111,8.0,0.0,GAMA,,,,False,True,True
536626,1,3.0,132.50256798,-0.18230895,132.50256798,-0.18230895,17.627,17.647,0.04156,0.04052,-18.67,5.06,21.78,22.36,24.29,0.7321,101.17999,9.0,0.42,0.106,8.0,0.0,GAMA,,,,False,True,True
536784,1,3.0,134.41428738,-0.14017752,134.41428738,-0.14017752,18.639,18.553,0.02905,0.02803,-17.01,3.59,21.48,22.11,23.99,0.8332,114.17,8.59,0.69,0.112,8.0,0.0,GAMA,,,,False,True,True
536963,1,0.5,183.53869379,-0.93859567,183.53869379,-0.93859567,16.321,16.229,0.08421,0.08293,-21.78,2.57,19.85,21.26,22.83,0.3173,0.63998413,10.92,1.35,0.082,8.0,0.0,GAMA,,,,False,True,True
536994,1,1.0,183.60692971,-0.94774538,183.60692971,-0.94774538,15.424,15.376,0.08318,0.0819,-22.63,8.08,21.07,22.41,23.99,0.4915,102.01,11.22,1.31,0.082,8.0,0.0,GAMA,,,,False,True,True
537084,1,1.0,184.15212569,-0.95595186,184.15212569,-0.95595186,14.299,14.245,0.04134,0.04012,-22.12,8.89,20.22,21.62,23.2,0.4214,53.78,10.95,1.13,0.077,8.0,0.0,GAMA,,,,False,True,True
537163,3,3.0,184.31527006,-0.92657728,184.31527006,-0.92657728,17.586,17.436,0.0222,0.02051,-17.5,4.98,23.47,24.23,26.01,0.2758,171.70001,8.58,0.43,0.093,8.0,0.0,GAMA,,,,True,True,True
537171,4,3.0,184.44149428,-1.00868702,184.44149428,-1.00868702,17.976,17.582,0.04106,0.03984,-18.72,2.48,21.46,21.96,24.01,0.1667,38.190002,9.36,0.83,0.102,8.0,0.0,GAMA,,,,True,True,True
537187,4,3.0,184.46680568,-0.90740488,184.46680568,-0.90740488,16.254,15.97,0.02276,0.02116,-19.01,5.74,21.21,21.78,23.73,0.5495,123.26,9.37,0.68,0.11,8.0,0.0,GAMA,,,,True,True,True
537226,1,2.0,184.53696196,-0.97925459,184.53696196,-0.97925459,15.098,14.772,0.07569,0.07443,-22.94,0.9,16.1,18.35,19.87,0.3192,72.729996,11.09,0.96,0.117,8.0,0.0,GAMA,,,,False,True,True
537240,1,3.0,184.51433388,-0.91305679,184.51433388,-0.91305679,15.667,15.675,0.02267,0.02105,-19.29,5.28,20.52,21.14,23.03,0.6163,97.62,9.51,0.71,0.117,8.0,0.0,GAMA,,,,False,True,True
537317,1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
537361,1,2.0,184.95109817,-0.87544522,184.95109817,-0.87544522,14.311,14.259,0.04086,0.03964,-22.05,7.28,20.16,21.34,22.95,0.3879,92.66,10.83,1.0,0.116,8.0,0.0,GAMA,,,,False,True,True
537365,1,1.0,184.99110773,-0.85600995,184.99110773,-0.85600995,15.704,15.667,0.04115,0.03993,-20.67,2.42,18.35,19.82,21.39,0.6637,174.76001,10.43,1.21,0.116,8.0,0.0,GAMA,,,,False,True,True
537367,4,5.0,184.9611241,-0.87822763,184.9611241,-0.87822763,18.029,18.003,0.04129,0.04007,-18.31,1.11,19.92,20.71,22.47,0.3288,71.45999,9.14,0.77,0.116,8.0,0.0,GAMA,,,,True,True,True
537386,1,3.0,184.92432789,-0.88138229,184.92432789,-0.88138229,18.332,18.426,0.04212,0.0409,-17.95,6.21,22.69,23.55,25.27,0.7953,116.55,9.01,0.77,0.116,8.0,0.0,GAMA,,,,False,True,True
537399,1,3.0,185.08379459,-0.88201597,185.08379459,-0.88201597,16.699,16.717,0.04156,0.04034,-19.63,5.07,21.83,22.61,24.38,0.3216,16.359985,9.63,0.71,0.113,8.0,0.0,GAMA,,,,False,True,True
537417,4,3.0,185.08272944,-0.8491013,185.08272944,-0.8491013,17.167,17.029,0.02571,0.0244,-18.2,7.12,22.86,23.5,25.37,0.3154,167.04001,8.96,0.57,0.114,8.0,0.0,GAMA,,,,True,True,True
537426,1,2.0,185.30393452,-0.86424458,185.30393452,-0.86424458,14.807,14.813,0.0407,0.03949,-21.5,7.14,20.47,21.61,23.23,0.4002,57.820007,10.63,1.03,0.106,8.0,0.0,GAMA,,,,False,True,True
537467,1,1.0,185.38202524,-0.85271616,185.38202524,-0.85271616,14.847,14.745,0.04143,0.04022,-21.61,2.61,18.8,19.8,21.47,0.1196,152.34,10.79,1.19,0.105,8.0,0.0,GAMA,,,,False,True,True
537476,1,3.0,185.3924896,-1.00951455,185.3924896,-1.00951455,17.763,17.753,0.02282,0.02123,-17.2,3.09,22.21,22.82,24.73,0.4243,136.61,8.21,0.17,0.104,8.0,0.0,GAMA,,,,False,True,True
53770,1,3.0,175.0551423,-0.41172485,175.0551423,-0.41172485,15.905,15.944,0.02356,0.02205,-19.06,1.88,18.63,19.83,21.44,0.456,88.05999,9.05,0.28,0.076,8.0,0.0,GAMA,,,,False,True,True
53771,1,3.0,174.96145869,-0.41539941,174.96145869,-0.41539941,18.219,18.287,0.0295,0.02825,-17.26,1.69,21.13,21.94,23.69,0.2788,146.40001,8.49,0.48,0.063,8.0,0.0,GAMA,,,,False,True,True
53809,1,3.0,175.11900742,-0.39364027,175.11900742,-0.39364027,16.923,16.945,0.02841,0.02716,-18.52,2.89,20.67,21.38,23.19,0.4443,11.910004,9.05,0.53,0.079,8.0,0.0,GAMA,,,,False,True,True
53977,1,3.0,176.0183969,-0.2109729,176.0183969,-0.2109729,15.924,15.945,0.0495,0.04823,-20.79,3.79,20.7,21.22,23.23,0.2022,13.809998,10.01,0.62,0.088,8.0,0.0,GAMA,,,,False,True,True
54102,1,3.0,176.75302968,-0.29421653,176.75302968,-0.29421653,14.586,14.526,0.00649,0.00468,-17.7,8.93,20.7,21.54,23.27,0.4824,120.509995,8.89,0.72,0.118,8.0,0.0,GAMA,,,,False,True,True
54198,1,2.0,177.15680273,-0.2340642,177.15680273,-0.2340642,15.487,15.4,0.0491,0.04784,-21.34,9.78,21.09,22.28,23.89,0.7118,119.38,10.55,1.02,0.099,8.0,0.0,GAMA,,,,False,True,True
54202,1,0.0,177.17595931,-0.2787371,177.17595931,-0.2787371,15.74,15.696,0.04843,0.04717,-21.02,3.04,19.9,21.35,22.92,0.1295,127.0,10.58,1.24,0.092,8.0,0.0,GAMA,,,,False,True,True
54270,1,0.0,177.35884385,-0.30503619,177.35884385,-0.30503619,15.334,15.334,0.08475,0.08344,-22.71,4.87,20.65,22.09,23.66,0.066,117.73,11.28,1.36,0.083,8.0,0.0,GAMA,,,,False,True,True
543489,1,0.0,211.79629401,-0.87863989,211.79629401,-0.87863989,15.086,15.006,0.05405,0.05312,-21.98,5.21,20.5,22.0,23.56,0.0767,168.29,10.93,1.2,0.191,8.0,0.0,GAMA,,,,False,True,True
543491,1,3.0,211.82756468,-1.01334781,211.82756468,-1.01334781,17.563,17.616,0.03616,0.03525,-18.4,5.03,21.47,21.89,24.09,0.8202,140.91,9.02,0.55,0.223,8.0,0.0,GAMA,,,,False,True,True
543494,1,3.0,211.75033834,-0.85057849,211.75033834,-0.85057849,16.155,16.109,0.0305,0.02959,-19.53,6.99,21.31,21.98,23.82,0.6547,171.36,9.54,0.64,0.182,8.0,0.0,GAMA,,,,False,True,True
543498,1,2.0,211.8023421,-1.01299839,211.8023421,-1.01299839,15.214,15.206,0.05175,0.05082,-21.63,4.89,20.77,21.42,23.28,0.0189,57.72,10.56,0.89,0.225,8.0,0.0,GAMA,,,,False,True,True
543499,1,1.5,211.80324415,-0.97485035,211.80324415,-0.97485035,16.617,16.631,0.05444,0.05351,-20.34,3.27,21.29,22.27,23.94,0.0233,154.5,10.25,1.18,0.22,8.0,0.0,GAMA,,,,False,True,True
543501,1,1.0,211.81532935,-0.92567656,211.81532935,-0.92567656,16.316,16.279,0.05247,0.05154,-20.64,3.66,20.16,21.44,23.03,0.5936,125.11,10.47,1.3,0.21,8.0,0.0,GAMA,,,,False,True,True
543531,1,0.5,211.9522498,-0.93132633,211.9522498,-0.93132633,16.227,16.235,0.05353,0.0526,-20.71,2.88,20.19,21.48,23.07,0.2558,27.179993,10.41,1.2,0.194,8.0,0.0,GAMA,,,,False,True,True
543536,1,-9.0,211.89550733,-0.97077947,211.89550733,-0.97077947,17.546,17.34,0.05496,0.05403,-19.63,0.53,17.88,19.31,20.88,0.2897,86.45001,10.0,1.22,0.208,8.0,0.0,GAMA,,,,False,True,True
543537,1,0.0,211.91196704,-0.95531749,211.91196704,-0.95531749,14.147,13.945,0.0548,0.05387,-23.05,9.99,20.72,22.0,23.59,0.2685,37.089996,11.42,1.27,0.203,8.0,0.0,GAMA,,,,False,True,True
543552,1,1.5,211.96105941,-0.95037858,211.96105941,-0.95037858,17.082,17.062,0.05287,0.05194,-19.86,2.58,19.97,21.04,22.68,0.6763,142.55,10.1,1.23,0.195,8.0,0.0,GAMA,,,,False,True,True
543553,1,0.5,211.96905029,-0.91519709,211.96905029,-0.91519709,16.503,16.522,0.05571,0.05478,-20.52,3.49,20.87,22.21,23.79,0.2562,34.440002,10.35,1.22,0.19,8.0,0.0,GAMA,,,,False,True,True
543554,1,1.5,211.975783,-0.85625722,211.975783,-0.85625722,17.328,17.307,0.05615,0.05522,-19.74,2.51,20.04,21.01,22.69,0.7121,3.25,10.03,1.21,0.182,8.0,0.0,GAMA,,,,False,True,True
54359,1,2.5,177.74299043,-0.36795035,177.74299043,-0.36795035,15.47,15.465,0.04376,0.0425,-21.0,5.22,20.95,21.46,23.49,0.1328,153.99,10.3,0.87,0.083,8.0,0.0,GAMA,,,,False,True,True
543738,1,3.0,212.59531975,-0.85363756,212.59531975,-0.85363756,18.848,18.779,0.02607,0.02515,-16.44,2.77,22.05,22.91,24.63,0.6361,105.83,8.3,0.66,0.187,8.0,0.0,GAMA,,,,False,True,True
54375,1,2.5,177.91035837,-0.25144236,177.91035837,-0.25144236,15.716,15.65,0.06086,0.05958,-21.56,8.65,21.68,23.2,24.76,0.2927,145.64,10.42,0.76,0.095,3.0,0.0,GAMA,,,,False,True,True
543752,1,3.0,212.6363903,-0.84186283,212.6363903,-0.84186283,17.096,16.986,0.02625,0.02533,-18.3,9.1,23.16,24.08,25.77,0.4731,133.82,8.92,0.46,0.186,8.0,0.0,GAMA,,,,False,True,True
543763,1,3.0,212.75336877,-0.90392577,212.75336877,-0.90392577,17.999,18.026,0.02682,0.02592,-17.3,3.53,22.1,22.78,24.62,0.4911,81.75,8.49,0.45,0.188,8.0,0.0,GAMA,,,,False,True,True
543769,1,3.0,212.80010694,-0.96738293,212.80010694,-0.96738293,17.803,17.842,0.02586,0.02494,-17.42,2.85,20.85,21.45,23.36,0.7448,168.78,8.43,0.31,0.199,8.0,0.0,GAMA,,,,False,True,True
543797,3,2.0,212.93951497,-0.90428696,212.93951497,-0.90428696,16.379,16.282,0.05532,0.05441,-20.77,4.42,20.62,21.57,23.25,0.6242,34.450012,10.52,1.29,0.217,8.0,0.0,GAMA,,,,True,True,True
543812,1,3.0,213.05368979,-0.84636598,213.05368979,-0.84636598,16.435,16.317,0.03347,0.03258,-19.51,5.68,21.78,22.41,24.3,0.5113,26.889984,9.37,0.45,0.202,8.0,0.0,GAMA,,,,False,True,True
54382,1,3.0,177.89815476,-0.3748913,177.89815476,-0.3748913,17.63,17.67,0.02103,0.01916,-17.14,2.29,20.83,21.85,23.51,0.438,123.59,8.54,0.58,0.077,8.0,0.0,GAMA,,,,False,True,True
543859,1,1.5,213.1517401,-1.03641973,213.1517401,-1.03641973,15.433,15.45,0.05476,0.05385,-21.57,7.42,20.2,20.94,22.73,0.8023,157.9,10.73,1.15,0.226,8.0,0.0,GAMA,,,,False,True,True
543860,3,3.0,213.15467314,-1.01222316,213.15467314,-1.01222316,15.862,15.843,0.05464,0.05373,-21.12,4.18,20.86,21.63,23.4,0.1966,97.2,10.01,0.46,0.223,8.0,0.0,GAMA,,,,True,True,True
543895,3,2.5,213.27233631,-0.84623821,213.27233631,-0.84623821,15.427,15.454,0.02662,0.02572,-19.86,1.74,18.61,19.71,21.35,0.1046,30.839996,9.74,0.72,0.201,8.0,0.0,GAMA,,,,True,True,True
543998,1,2.0,213.55488691,-0.89439522,213.55488691,-0.89439522,14.142,14.095,0.03878,0.03789,-22.11,12.21,21.0,22.04,23.69,0.4501,98.1,10.9,1.06,0.168,8.0,0.0,GAMA,,,,False,True,True
544084,1,3.0,213.89591035,-1.03869099,213.89591035,-1.03869099,17.67,17.735,0.03846,0.03758,-18.46,6.23,23.28,24.35,25.99,0.4213,26.220001,9.04,0.54,0.16,8.0,0.0,GAMA,,,,False,True,True
