cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match,flag_finite_m_r,flag_finite_mstar,flag_finite_sigma_re,flag_finite_sigma_re_err,flag_positive_sigma_re
230837_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25,230837_A,230837_blue_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25.fits,230837,75.0,29.916666,35.337597,4.1018133,37.170742,3.4936974,,,,,40.547752,3.3146203,40.607746,3.1500509,,,,,,,,,,,,,38.113956,3.311245,,,,,,,,,,,,,1,-9.0,181.2329212,1.90085506,181.2329212,1.90085506,17.056,17.106,0.02131,0.0195,-17.76,4.68,21.84,22.92,24.55,0.4072,118.66,9.24,1.12,0.095,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
230880_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25,230880_A,230880_blue_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25.fits,230880,1.5,3.0833313,69.02742,1.2740554,69.103134,1.296284,67.51235,2.8778994,70.323524,2.0331337,69.31819,1.4384587,69.37142,1.2687153,0.0,1.0,0.26315624,0.011834358,,,0.2880961,0.012494088,,,0.12023037,0.02838714,68.99681,1.1964998,0.0,1.0,0.24560091,0.0118079325,,,0.26526105,0.012206876,,,0.12023037,0.02838714,1,1.0,181.36470368,1.94811987,181.36470368,1.94811987,15.772,15.785,0.02057,0.01864,-19.0,4.89,20.63,21.68,23.33,0.4071,14.600006,9.7,1.09,0.09,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
230884_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02,230884_A,230884_blue_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02.fits,230884,197.0,17.999998,,,,,,,35.391087,9.534879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,181.45025652,1.97169315,181.45025652,1.97169315,18.023,17.954,0.02271,0.02111,-17.09,3.71,22.37,23.44,25.08,0.3532,169.12,8.78,0.93,0.104,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
230898_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20,230898_A,230898_blue_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20.fits,230898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9.0,181.57793379,1.91580561,181.57793379,1.91580561,19.575,19.089,0.02099,0.01912,-16.04,3.68,23.2,24.61,26.18,0.5145,62.270004,8.71,1.15,0.1,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
230901_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02,230901_A,230901_blue_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02.fits,230901,197.5,10.666665,,,52.521015,6.2598658,,,53.479748,8.301479,50.259632,6.735448,45.427788,5.377541,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,181.49899309,1.88578827,181.49899309,1.88578827,16.87,16.823,0.02129,0.01948,-18.01,9.91,22.33,23.04,24.85,0.826,53.170013,9.28,1.05,0.095,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
231024_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20,231024_A,231024_blue_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20.fits,231024,126.0,2.0,,,56.687046,2.9229474,65.48608,7.787657,59.271046,4.4481645,54.244694,3.273672,57.211132,2.9828804,1.0,0.32167977,0.68283075,0.03929698,0.38175765,0.03929698,0.89181185,0.041620538,0.43154338,0.041620538,,,,,1.0,0.3271008,0.6325873,0.037399266,0.34314114,0.037399266,0.9140046,0.046612095,0.4470382,0.046612095,,,1,3.0,182.13020547,1.90942501,182.13020547,1.90942501,15.306,15.248,0.02232,0.02067,-19.7,14.3,21.09,21.79,23.61,0.8438,125.64,10.04,1.15,0.105,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
231528_blue_red_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19,231528_A,231528_blue_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19.fits,231528,88.0,2.4166667,,,203.69797,2.893839,208.40637,3.6914384,203.69797,2.739617,202.66003,2.4310617,203.40472,2.322092,1.0,0.39126006,0.60225093,0.011413331,0.3583718,0.011413331,0.68916744,0.011948422,0.37800947,0.011948422,0.03676226,0.011362458,199.9645,2.5124898,0.0,1.0,0.3273451,0.01106857,,,0.34030318,0.011466669,,,0.03676226,0.011362458,1,1.5,184.20647152,1.90790595,184.20647152,1.90790595,15.998,15.914,0.07848,0.07722,-21.94,13.29,22.7,24.56,26.09,0.2746,91.37,10.96,1.32,0.09,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
237990_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12,237990_A,237990_blue_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12.fits,237990,186.5,29.83333,36.03801,7.0357003,35.00785,7.535014,,,,,40.526882,7.9394455,40.974556,7.9728312,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,212.85502927,1.63749718,212.85502927,1.63749718,17.67,17.632,0.02612,0.02521,-17.63,4.12,21.69,22.5,24.25,0.6603,75.09,8.57,0.4,0.18,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238072_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12,238072_A,238072_blue_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12.fits,238072,358.5,29.5,,,51.59102,4.207912,71.51359,8.0756,65.783356,5.9114227,56.068672,4.914499,52.58448,3.775753,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,213.15764735,1.61565258,213.15764735,1.61565258,16.665,16.679,0.02671,0.02582,-18.69,8.83,21.95,22.96,24.62,0.7795,33.089996,9.16,0.59,0.163,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238080_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13,238080_C,238080_blue_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13.fits,238080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,213.12487714,1.58770055,213.12487714,1.58770055,18.459,18.456,0.02698,0.02609,-16.88,1.83,21.29,21.84,23.81,0.4431,19.86,8.33,0.47,0.162,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238080_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,238080_A,238080_blue_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,238080,308.0,29.916666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,213.12487714,1.58770055,213.12487714,1.58770055,18.459,18.456,0.02698,0.02609,-16.88,1.83,21.29,21.84,23.81,0.4431,19.86,8.33,0.47,0.162,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238080_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,238080_B,238080_blue_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,238080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,213.12487714,1.58770055,213.12487714,1.58770055,18.459,18.456,0.02698,0.02609,-16.88,1.83,21.29,21.84,23.81,0.4431,19.86,8.33,0.47,0.162,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238085_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17,238085_A,238085_blue_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17.fits,238085,155.5,29.83333,,,,,,,,,,,37.67871,5.660801,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,213.16654452,1.75490355,213.16654452,1.75490355,15.666,15.631,0.01911,0.01769,-18.97,7.98,21.99,22.58,24.51,0.3434,108.89001,9.21,0.5,0.191,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238094_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12,238094_A,238094_blue_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12.fits,238094,348.5,10.749999,,,50.892723,3.890954,35.56742,8.068891,48.970757,5.2888746,50.516346,4.1334677,44.501198,3.9443734,,,,,,,,,,,,,50.267822,3.78389,,,,,,,,,,,,,1,3.0,213.24190684,1.71251992,213.24190684,1.71251992,16.323,16.333,0.02682,0.02593,-19.02,7.78,22.11,23.03,24.73,0.5309,156.65,9.17,0.43,0.177,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238125_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,238125_A,238125_blue_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,238125,127.5,1.75,,,68.70088,3.15855,55.604813,6.5855756,56.306595,4.7588897,63.017395,3.6370738,64.125916,3.1626365,1.0,0.86373544,0.5837797,0.016395804,0.5432428,0.016395804,0.75959975,0.029132813,0.69162154,0.029132813,0.08056252,0.008711877,,,1.0,0.9372813,0.56232095,0.01532239,0.54441875,0.01532239,0.7246936,0.026389517,0.69526637,0.026389517,0.08056252,0.008711877,3,3.0,213.32890889,1.66440168,213.32890889,1.66440168,16.042,16.031,0.02677,0.02588,-19.3,8.68,20.97,21.59,23.48,0.8247,130.04999,9.5,0.72,0.173,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238125_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,238125_B,238125_blue_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,238125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,213.32890889,1.66440168,213.32890889,1.66440168,16.042,16.031,0.02677,0.02588,-19.3,8.68,20.97,21.59,23.48,0.8247,130.04999,9.5,0.72,0.173,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238125_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13,238125_C,238125_blue_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13.fits,238125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,213.32890889,1.66440168,213.32890889,1.66440168,16.042,16.031,0.02677,0.02588,-19.3,8.68,20.97,21.59,23.48,0.8247,130.04999,9.5,0.72,0.173,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238131_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12,238131_A,238131_blue_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12.fits,238131,112.0,29.249998,46.019108,3.2004452,48.702343,3.2229986,43.64184,7.6488338,43.598427,4.161329,51.07333,3.1917856,47.99501,3.3518462,1.0,0.8056324,0.23446299,0.046561148,0.2021665,0.046561148,0.26219875,0.051426385,0.22832751,0.051426385,0.39414233,0.32961217,50.044823,3.3624194,1.0,0.94015616,0.22750656,0.043505173,0.2181,0.043505173,0.25515863,0.041949105,0.24527782,0.041949105,0.39414233,0.32961217,1,3.0,213.39950594,1.73627399,213.39950594,1.73627399,16.791,16.81,0.0265,0.02561,-18.49,3.39,20.69,21.55,23.27,0.5578,22.970001,9.13,0.64,0.196,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238164_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17,238164_A,238164_blue_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17.fits,238164,40.5,29.916666,43.806934,8.668144,39.64938,9.048212,,,,,,,35.800205,9.2159395,,,,,,,,,,,,,38.85383,8.679191,,,,,,,,,,,,,1,3.0,213.44665007,1.74971467,213.44665007,1.74971467,16.73,16.727,0.02644,0.02555,-18.61,5.62,22.26,22.98,24.78,0.2355,68.58,8.99,0.42,0.203,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238203_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,238203_A,238203_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,238203,228.5,10.25,75.98227,2.5971987,77.50027,2.272214,70.1358,3.62955,76.599236,2.7584383,77.394424,2.2809072,77.078476,2.3349676,0.0,1.0,0.20281038,0.026187863,,,0.22687171,0.0285828,,,0.13860308,0.08218016,76.594666,2.3405619,0.0,1.0,0.11322481,0.024726866,,,0.12857558,0.023012755,,,0.13860308,0.08218016,1,1.5,213.57276397,1.76955801,213.57276397,1.76955801,17.154,17.246,0.05543,0.05453,-19.77,3.86,21.53,22.92,24.49,0.3546,84.92999,10.02,1.18,0.207,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238204_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17,238204_A,238204_blue_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17.fits,238204,338.0,1.75,163.71385,2.4577274,151.549,2.7560964,143.31956,4.100717,148.68571,2.8783062,151.5708,2.3342476,155.33693,2.396866,0.0,1.0,0.4186095,0.0113557605,,,0.51360625,0.014153939,,,0.03948774,0.011085293,157.8698,1.9675341,0.0,1.0,0.37068406,0.011764196,,,0.4403424,0.013483383,,,0.03948774,0.011085293,1,2.0,213.59116389,1.74089207,213.59116389,1.74089207,15.753,15.765,0.0551,0.0542,-21.21,4.57,20.38,21.7,23.29,0.4529,161.85,10.65,1.21,0.203,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238211_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,238211_A,238211_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,238211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,213.63597383,1.73160035,213.63597383,1.73160035,14.843,14.881,0.05396,0.05307,-22.1,3.34,19.59,20.94,22.52,0.0702,45.370003,11.04,1.29,0.2,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238212_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,238212_A,238212_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,238212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,213.63569528,1.7337626,213.63569528,1.7337626,15.287,15.214,0.05499,0.0541,-21.82,2.25,19.28,20.73,22.3,0.0315,169.09,10.9,1.26,0.2,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238213_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22,238213_A,238213_blue_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22.fits,238213,197.5,1.4166666,,,178.34457,1.7140418,183.54022,2.4681756,179.99142,1.9439995,179.13737,1.6499411,177.09628,1.5593246,1.0,0.88501596,0.44059142,0.0076420996,0.40996665,0.0076420996,0.4470624,0.007913654,0.41344416,0.007913654,0.041599534,0.007621586,,,1.0,0.9181099,0.4258854,0.007754247,0.4047482,0.007754247,0.43720856,0.008052009,0.41394368,0.008052009,0.041599534,0.007621586,1,1.5,213.63225508,1.72964628,213.63225508,1.72964628,15.078,14.846,0.05449,0.0536,-22.16,8.47,21.34,22.84,24.4,0.2131,36.729996,11.04,1.25,0.2,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,238214_B,238214_blue_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,238214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5,213.62610101,1.73115722,213.62610101,1.73115722,17.629,17.039,0.05393,0.05304,-19.95,1.11,19.62,20.62,22.29,0.2028,27.330002,10.13,1.21,0.2,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,238214_A,238214_blue_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,238214,197.5,29.916666,80.27253,1.808933,78.70341,1.647656,81.81504,2.812394,79.69247,1.9036998,79.20244,1.7024446,76.955345,1.7145756,,,,,,,,,,,,,80.27253,1.9066192,,,,,,,,,,,,,3,0.5,213.62610101,1.73115722,213.62610101,1.73115722,17.629,17.039,0.05393,0.05304,-19.95,1.11,19.62,20.62,22.29,0.2028,27.330002,10.13,1.21,0.2,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13,238214_C,238214_blue_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13.fits,238214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5,213.62610101,1.73115722,213.62610101,1.73115722,17.629,17.039,0.05393,0.05304,-19.95,1.11,19.62,20.62,22.29,0.2028,27.330002,10.13,1.21,0.2,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238216_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,238216_A,238216_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,238216,22.5,7.833332,91.860016,5.2032223,72.852356,5.8293686,63.009995,6.6282034,66.12007,7.343595,75.10274,5.287156,76.96617,5.061386,1.0,0.73401093,0.63844067,0.056507446,0.55311984,0.056507446,0.87800753,0.10989753,0.7203571,0.10989753,0.081345744,0.020532884,73.42281,5.3474445,1.0,0.73131394,0.590087,0.059713013,0.50395554,0.059713013,0.7792713,0.099376455,0.637845,0.099376455,0.081345744,0.020532884,1,1.5,213.63109701,1.75889226,213.63109701,1.75889226,17.289,17.172,0.05794,0.05704,-19.88,4.36,21.09,21.94,23.66,0.7266,10.190002,10.18,1.31,0.202,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238221_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,238221_A,238221_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,238221,144.0,4.9166665,90.94028,3.8483412,74.75194,3.9416664,68.812386,6.7123117,70.77184,5.042131,74.00731,4.0975533,77.41837,3.7597246,1.0,0.9408056,0.5508919,0.0303521,0.53407425,0.0303521,0.7850256,0.05345226,0.7549597,0.05345226,0.05589196,0.012428167,80.68442,3.3371696,1.0,0.85129625,0.5655773,0.031376056,0.5212196,0.031376056,0.7946081,0.047887962,0.71681094,0.047887962,0.05589196,0.012428167,1,3.0,213.66331423,1.68357621,213.66331423,1.68357621,16.53,16.541,0.05468,0.05379,-20.43,6.09,21.2,21.98,23.75,0.7108,146.37,10.22,1.06,0.195,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238276_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,238276_A,238276_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,238276,10.0,1.0,155.65598,1.0420979,153.79634,1.3256775,156.20348,2.0944262,153.1793,1.4775501,153.5826,1.0888274,154.79486,1.1828123,0.0,1.0,0.2617024,0.0072800037,,,0.29803133,0.0076172496,,,0.028296601,0.0105161,153.77463,1.2280236,0.0,1.0,0.23716871,0.006487258,,,0.27216434,0.006728462,,,0.028296601,0.0105161,1,1.0,213.76379677,1.65231095,213.76379677,1.65231095,15.807,15.75,0.05557,0.05468,-21.29,2.14,18.54,19.9,21.48,0.5738,9.429993,10.58,1.13,0.175,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238282_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,238282_A,238282_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,238282,213.0,0.8333333,150.32991,1.658663,139.47124,1.4344736,140.25401,2.5192823,139.4846,1.7338684,139.3619,1.4869246,138.91998,1.4014951,0.0,1.0,0.45524842,0.008400737,,,0.55186665,0.010638372,,,0.046065465,0.009839409,143.08147,1.3030337,0.0,1.0,0.37874153,0.008332518,,,0.44231296,0.009734539,,,0.046065465,0.009839409,1,1.0,213.81396578,1.73135537,213.81396578,1.73135537,16.038,16.058,0.0549,0.05401,-20.93,4.08,20.48,21.82,23.4,0.3792,32.200012,10.48,1.17,0.164,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238325_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22,238325_A,238325_blue_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22.fits,238325,268.5,1.8333334,97.51899,1.5672694,95.54488,1.5355259,92.39773,2.1000109,94.66063,1.5578007,95.95741,1.5408126,95.382,1.4246923,0.0,1.0,0.48656866,0.013608346,,,0.56401587,0.017354691,,,0.036684953,0.010413427,97.539665,1.6395127,0.0,1.0,0.40010437,0.012734799,,,0.43796584,0.014893681,,,0.036684953,0.010413427,1,0.5,213.95445523,1.71980763,213.95445523,1.71980763,16.731,16.752,0.05495,0.05406,-20.23,3.68,20.98,22.47,24.03,0.3374,87.78,10.18,1.14,0.159,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238328_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,238328_A,238328_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,238328,320.0,14.916664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,213.96582061,1.58637871,213.96582061,1.58637871,17.492,17.519,0.02627,0.02538,-17.75,2.44,21.07,21.59,23.61,0.3558,147.35,8.82,0.62,0.144,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238350_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22,238350_A,238350_blue_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22.fits,238350,86.0,0.8333333,,,165.26479,1.1645461,166.65439,1.6498897,165.69806,1.3903824,165.75432,1.3607105,165.32736,1.108662,1.0,0.6298528,0.45489037,0.006005614,0.3438568,0.006005614,0.48533458,0.005495946,0.3610391,0.005495946,0.060164884,0.0061817267,163.44879,1.3437902,0.0,1.0,0.30765238,0.0057434035,,,0.33569443,0.0052270354,,,0.060164884,0.0061817267,1,2.0,214.09509666,1.59117526,214.09509666,1.59117526,14.794,14.76,0.05471,0.05382,-22.26,11.91,21.59,23.2,24.76,0.2177,163.48,11.09,1.26,0.142,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238351_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,238351_A,238351_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,238351,2.0,7.833332,82.13768,4.1195416,87.15549,3.9206107,89.45827,7.892274,88.728516,4.887267,86.67985,3.8967612,80.360176,4.0240335,0.0,1.0,0.28580797,0.04139938,,,0.30920288,0.043535274,,,0.07762827,0.030144544,78.83367,3.6252868,0.0,1.0,0.3650584,0.036762446,,,0.4233785,0.044949565,,,0.07762827,0.030144544,1,2.0,214.08973116,1.59468247,214.08973116,1.59468247,17.236,17.01,0.05498,0.05409,-20.01,2.79,20.98,21.78,23.53,0.4717,22.970001,10.14,1.19,0.141,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238358_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,238358_A,238358_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,238358,122.0,0.5833333,,,144.95905,2.5396514,147.98772,3.7677534,147.81152,3.2913537,145.14531,2.6986432,141.49522,2.1141474,1.0,0.9378068,0.6083158,0.0057790414,0.5905628,0.0057790414,0.766199,0.008430278,0.7353501,0.008430278,0.02730736,0.005196402,146.52544,1.6562499,0.0,1.0,0.54816455,0.0055804304,,,0.6432402,0.0077899923,,,0.02730736,0.005196402,1,2.0,214.12842063,1.61888413,214.12842063,1.61888413,14.885,14.873,0.05474,0.05385,-22.11,8.0,20.92,22.29,23.87,0.253,135.37,10.78,0.93,0.15,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
238360_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,238360_A,238360_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,238360,47.5,3.75,91.55884,4.360754,71.809265,4.0350103,72.49842,5.991314,73.4363,4.774106,72.54066,4.061696,73.55769,3.8079062,1.0,0.897282,0.6107303,0.03483661,0.58075047,0.03483661,0.94547766,0.06875587,0.8821162,0.06875587,0.034127466,0.011078944,78.88672,3.8617651,0.0,1.0,0.5921954,0.031425133,,,0.88750494,0.06301411,,,0.034127466,0.011078944,1,3.0,214.01850309,1.74886286,214.01850309,1.74886286,16.86,16.884,0.05657,0.05568,-20.19,4.38,20.83,21.6,23.37,0.7005,49.130005,10.15,1.12,0.164,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238369_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,238369_A,238369_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,238369,12.5,6.499998,95.76618,4.7608786,70.146866,5.0493665,56.86367,7.716211,65.303925,5.6207576,72.20634,4.6640415,81.08768,4.3191247,0.0,1.0,0.50695705,0.039677773,,,0.6469826,0.06263565,,,0.07360543,0.019804997,75.24739,4.527698,0.0,1.0,0.4790526,0.035901908,,,0.6172485,0.054830417,,,0.07360543,0.019804997,1,2.5,214.14246706,1.62815374,214.14246706,1.62815374,16.737,16.725,0.05682,0.05593,-20.37,4.48,20.56,21.42,23.14,0.7532,7.01001,10.18,1.05,0.154,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238395_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,238395_A,238395_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,238395,235.0,2.6666667,60.430386,1.7166293,60.505676,1.6203712,53.328053,3.0525296,54.697044,2.6018634,55.41296,1.9508753,59.0148,1.9487041,0.0,1.0,0.2883977,0.015094931,,,0.33383974,0.017034294,,,0.10153486,0.018734973,61.36292,1.6350052,0.0,1.0,0.29717144,0.014880977,,,0.34269714,0.01640122,,,0.10153486,0.018734973,1,3.0,214.24318993,1.64043038,214.24318993,1.64043038,15.027,14.764,0.02595,0.02506,-20.5,4.11,19.87,20.7,22.44,0.1814,74.869995,9.87,0.57,0.162,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
