cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match,flag_finite_m_r,flag_finite_mstar,flag_finite_sigma_re,flag_finite_sigma_re_err,flag_positive_sigma_re
373168_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13,373168_A,373168_blue_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13.fits,373168,73.0,10.083333,241.51736,2.4538095,248.4422,2.428382,247.49939,2.8359783,248.4422,2.8014076,239.78627,2.2994256,237.59256,1.9412805,0.0,1.0,0.07221103,0.0074192015,,,0.080224626,0.00678484,,,0.11283457,0.051260088,236.55556,2.201933,0.0,1.0,0.07256096,0.007306281,,,0.080258906,0.0067962254,,,0.11283457,0.051260088,1,0.0,139.74080772,1.1489271,139.74080772,1.1489271,15.708,15.659,0.08896,0.08779,-22.51,4.65,20.8,22.19,23.76,0.1415,42.23001,11.2,1.35,0.089,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
373173_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17,373173_A,373173_blue_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17.fits,373173,56.0,1.0,189.03653,2.1514485,200.55243,2.5521314,205.89224,3.2630765,200.55243,2.4845436,193.31116,2.369722,191.07191,2.0989618,0.0,1.0,0.46338287,0.009415333,,,0.5083602,0.011076477,,,0.045614593,0.009728427,192.50444,2.1065745,0.0,1.0,0.39929712,0.009023496,,,0.4350948,0.010099495,,,0.045614593,0.009728427,1,1.0,139.76734716,1.17936637,139.76734716,1.17936637,16.353,16.342,0.09033,0.08916,-21.87,3.85,20.77,22.03,23.62,0.3051,56.960007,10.97,1.41,0.086,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
373202_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17,373202_A,373202_blue_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17.fits,373202,94.0,2.75,52.030277,2.2644498,48.49068,2.6029594,48.816833,4.8937173,45.87551,3.2933035,46.415092,2.4573402,47.459476,2.2702384,1.0,0.57901907,0.4781764,0.0302811,0.34483537,0.0302811,0.58981586,0.014288361,0.4157573,0.014288361,0.070259996,0.015799241,48.58957,2.2165806,1.0,0.6051913,0.46907002,0.030305453,0.3469799,0.030305453,0.5733615,0.014288368,0.41575727,0.014288368,0.070259996,0.015799241,1,3.0,139.92557866,1.32583201,139.92557866,1.32583201,16.275,16.28,0.01748,0.01654,-18.1,6.68,21.49,21.98,24.05,0.5926,122.71,9.26,0.98,0.093,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
373237_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13,373237_A,373237_blue_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13.fits,373237,72.0,1.75,,,78.345116,0.8724779,82.34097,1.2169013,81.3656,0.9007806,80.69964,0.73628986,80.19812,0.7337437,1.0,0.7061726,0.4430156,0.00831133,0.3590159,0.00831133,0.4661133,0.008182815,0.37307355,0.008182815,0.038259786,0.008503193,78.4763,0.92810947,0.0,1.0,0.32334203,0.0072884373,,,0.3357317,0.0069452478,,,0.038259786,0.008503193,1,0.0,140.06504413,1.28882374,140.06504413,1.28882374,15.002,14.961,0.01842,0.01749,-19.58,10.62,21.56,23.16,24.71,0.1855,75.899994,9.96,1.12,0.104,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
373248_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17,373248_A,373248_blue_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17.fits,373248,184.5,29.83333,42.007717,9.169387,,,,,,,,,,,,,,,,,,,,,,,42.34759,7.823076,,,,,,,,,,,,,2,3.0,140.0523286,1.15231833,140.0523286,1.15231833,18.143,18.19,0.01793,0.01699,-16.27,3.5,22.9,23.79,25.5,0.0515,172.79999,8.53,0.97,0.107,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
373248_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17,373248_B,373248_blue_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17.fits,373248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,140.0523286,1.15231833,140.0523286,1.15231833,18.143,18.19,0.01793,0.01699,-16.27,3.5,22.9,23.79,25.5,0.0515,172.79999,8.53,0.97,0.107,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
373284_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17,373284_A,373284_blue_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17.fits,373284,213.0,4.5833335,96.54775,3.8686793,90.87121,3.1904013,87.15555,4.60329,89.15815,3.558497,94.95756,3.2621145,99.7357,3.3671649,0.0,1.0,0.39813346,0.039951567,,,0.5058196,0.05143498,,,,,91.4993,3.6993845,,,,,,,,,,,,,1,2.0,140.34916996,1.1761123,140.34916996,1.1761123,17.436,17.409,0.05969,0.05855,-19.78,1.84,19.45,20.6,22.22,0.7016,38.259995,10.04,1.18,0.12,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375376_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,375376_A,375376_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,375376,213.0,7.6666665,57.04633,2.78496,73.002304,5.8552938,73.002304,5.7772446,63.304375,4.3265395,61.80145,3.1129677,62.765247,3.1861331,0.0,1.0,0.20427428,0.030193703,,,0.25035802,0.029171273,,,0.094441146,0.036340013,58.832253,2.5225284,0.0,1.0,0.21078677,0.029280245,,,0.25502846,0.028572772,,,0.094441146,0.036340013,1,3.0,129.00321127,0.88362184,129.00321127,0.88362184,16.947,16.225,0.10773,0.10668,-22.48,3.55,21.53,22.05,24.07,0.2384,56.51999,11.61,1.7,0.166,4.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375402_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06,375402_A,375402_blue_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06.fits,375402,131.0,23.416664,48.548225,7.0392113,57.65174,8.102045,,,61.146854,10.226577,58.2533,7.8419313,57.7901,6.678781,,,,,,,,,,,,,63.296032,7.512943,,,,,,,,,,,,,1,3.0,129.02663248,1.30639398,129.02663248,1.30639398,16.747,16.972,0.01335,0.01287,-16.8,6.13,21.54,22.09,24.06,0.7242,2.4199982,8.43,0.6,0.198,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375531_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06,375531_A,375531_blue_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06.fits,375531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,129.7108753,1.40502449,129.7108753,1.40502449,15.873,15.454,0.03001,0.02903,-20.12,5.64,20.54,21.66,23.28,0.592,10.160004,9.45,0.24,0.209,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
375560_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,375560_A,375560_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,375560,273.0,1.0,215.59544,1.2777237,214.77692,1.7193661,216.3426,2.7451534,215.75983,1.8793217,214.77692,1.5994064,217.19662,1.5319237,0.0,1.0,0.31453717,0.004588874,,,0.343898,0.004623303,,,0.029349625,0.0054480303,215.25517,1.2425926,0.0,1.0,0.31031027,0.004512442,,,0.3395568,0.004538962,,,0.029349625,0.0054480303,1,0.5,129.87422108,1.23344437,129.87422108,1.23344437,14.621,14.5,0.05085,0.04985,-22.34,6.14,20.19,21.6,23.17,0.2451,94.43,11.11,1.23,0.184,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375564_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06,375564_A,375564_blue_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06.fits,375564,81.5,4.5833335,142.67899,3.031942,141.8812,2.1601126,141.78,4.387108,141.50699,3.033666,141.8812,2.4193358,142.56915,2.272671,,,,,,,,,,,,,142.67061,3.0336177,,,,,,,,,,,,,1,1.0,129.89422026,1.2511931,129.89422026,1.2511931,16.716,16.701,0.05022,0.04922,-20.1,1.69,19.1,20.39,21.98,0.521,83.45999,10.19,1.22,0.19,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375610_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,375610_A,375610_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,375610,168.0,2.5833333,67.5497,2.899328,61.181522,3.2957911,56.68858,6.789976,56.426662,5.092003,61.181522,3.406103,61.674824,3.1391735,1.0,0.5767312,0.66874975,0.027459629,0.51775604,0.027459629,0.8718179,0.040751405,0.6129835,0.040751405,,,68.14233,3.2110584,1.0,0.62882715,0.6498112,0.027025403,0.5220982,0.027025403,0.8634854,0.03984825,0.6416748,0.03984825,,,1,3.0,130.00079311,1.30209053,130.00079311,1.30209053,16.356,16.304,0.04953,0.04852,-20.44,7.05,22.35,23.08,24.88,0.2255,168.95,10.09,0.9,0.21,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375615_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,375615_A,375615_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,375615,216.0,2.1666667,109.183235,1.4704448,108.75564,1.9655272,107.251625,2.639666,108.75564,1.8546063,111.79167,1.4806486,110.444046,1.4973347,0.0,1.0,0.24484497,0.010321692,,,0.25650126,0.010209797,,,0.07291923,0.01855855,110.72585,1.2884212,0.0,1.0,0.22018123,0.010954927,,,0.23305583,0.010732842,,,0.07291923,0.01855855,1,0.5,130.04200051,1.24630305,130.04200051,1.24630305,16.113,16.093,0.07894,0.07791,-21.75,2.44,19.96,21.11,22.73,0.1404,23.919998,10.7,1.07,0.195,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375751_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05,375751_A,375751_blue_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05.fits,375751,193.0,1.0,199.28293,2.6329257,195.6542,2.7534778,195.76756,2.8864436,195.6542,2.6066442,189.66234,1.9845103,188.54758,1.7791755,0.0,1.0,0.545416,0.009081298,,,0.67453086,0.013992193,,,0.02120664,0.0070798923,190.41043,2.1945338,0.0,1.0,0.44846392,0.008713111,,,0.50490123,0.010790934,,,0.02120664,0.0070798923,1,2.0,130.56517567,1.26826881,130.56517567,1.26826881,15.911,15.879,0.0794,0.07836,-22.0,6.91,20.82,22.2,23.78,0.6567,18.029999,10.95,1.27,0.147,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
375904_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05,375904_A,375904_blue_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05.fits,375904,204.0,29.916666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,131.2701537,1.40141056,131.2701537,1.40141056,17.517,17.465,0.01426,0.01369,-16.45,3.54,21.84,22.53,24.36,0.3455,122.79001,8.07,0.34,0.148,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
376001_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17,376001_A,376001_blue_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17.fits,376001,273.0,3.0,75.81322,1.5839915,76.698524,1.8292321,82.90769,2.552723,77.71638,2.1376758,76.698524,1.7454932,76.11151,1.5710132,0.0,1.0,0.23930141,0.01669956,,,0.26082578,0.016974613,,,0.07317075,0.025429698,75.56947,1.6294339,0.0,1.0,0.22006586,0.016780347,,,0.23690063,0.01634515,,,0.07317075,0.025429698,1,-9.0,131.63040725,1.48336357,131.63040725,1.48336357,16.313,16.319,0.05227,0.05124,-20.55,2.41,20.19,21.21,22.86,0.0721,104.770004,10.25,1.06,0.153,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376033_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19,376033_A,376033_blue_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19.fits,376033,245.0,1.0,,,244.09404,1.8253615,247.6601,2.8794212,251.82027,2.2480958,247.985,1.7891482,242.63144,1.6254191,1.0,0.95745003,0.370309,0.005756666,0.36039826,0.005756666,0.39796066,0.0052004503,0.38703877,0.0052004503,0.031137273,0.0065373667,226.98717,1.7139885,0.0,1.0,0.33487725,0.005210621,,,0.3596766,0.0050933426,,,0.031137273,0.0065373667,1,0.0,131.80870779,1.36240142,131.80870779,1.36240142,14.913,14.79,0.04088,0.03986,-21.55,7.83,20.84,22.38,23.94,0.2285,57.48001,10.81,1.25,0.16,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
376097_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19,376097_A,376097_blue_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19.fits,376097,218.0,15.166667,194.90384,1.7779471,197.65767,1.7822777,207.03947,2.4881895,199.26407,2.0792937,194.70953,1.7757835,194.97282,1.6420074,0.0,1.0,0.07541145,0.008595145,,,0.08301931,0.008072123,,,0.18693398,0.06337419,195.34045,1.5935849,0.0,1.0,0.06382214,0.008266916,,,0.06955832,0.007599949,,,0.18693398,0.06337419,1,1.0,132.03493449,1.35794045,132.03493449,1.35794045,15.729,15.569,0.06873,0.06768,-21.91,5.09,20.59,22.19,23.75,0.3826,37.639984,10.92,1.26,0.138,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376121_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17,376121_A,376121_blue_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17.fits,376121,160.5,0.5,168.02353,1.337995,158.00208,1.2014748,163.40582,2.5320897,157.90782,1.367511,158.00208,1.1868068,158.14528,1.1696537,0.0,1.0,0.5801399,0.0038396143,,,0.705919,0.0061028544,,,0.0129782725,0.0035841153,162.94746,1.1620655,0.0,1.0,0.53777605,0.004011668,,,0.64208394,0.005798308,,,0.0129782725,0.0035841153,1,2.0,132.1177753,1.39725819,132.1177753,1.39725819,14.58,14.579,0.05253,0.05149,-22.33,6.36,19.97,21.11,22.73,0.4167,170.12,11.02,1.14,0.137,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376136_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19,376136_A,376136_blue_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19.fits,376136,259.5,29.916666,,,,,,,68.51913,10.91138,68.47752,8.878838,67.270706,8.709877,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False
376161_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17,376161_A,376161_blue_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17.fits,376161,,,,,,,,,80.56252,11.499569,65.15111,11.205791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,132.27742911,1.34589272,132.27742911,1.34589272,19.071,19.008,0.02653,0.02564,-16.32,0.68,19.77,21.15,22.72,0.3731,112.43,8.2,0.59,0.149,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
376163_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,376163_A,376163_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,376163,223.0,29.916666,53.34493,5.191344,59.50701,4.422422,60.671696,7.0365376,52.77771,4.619099,59.50701,4.7913427,62.438007,4.1640053,0.0,1.0,,,,,,,,,,,53.409206,5.2499423,,,,,,,,,,,,,1,3.0,132.2735744,1.50360512,132.2735744,1.50360512,18.242,18.243,0.04331,0.04228,-18.19,1.29,20.65,21.29,23.17,0.2113,76.17999,9.09,0.76,0.137,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376165_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,376165_A,376165_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,376165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,132.17023847,1.49956155,132.17023847,1.49956155,18.425,17.994,0.02994,0.02893,-17.55,4.63,23.19,23.89,25.71,0.1194,173.75,8.7,0.6,0.132,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
376184_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,376184_A,376184_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,376184,217.5,28.416664,46.23122,3.838509,44.983986,3.830061,36.837883,7.6921625,49.77902,4.7841573,44.882816,4.2424016,44.983986,4.1383033,,,,,,,,,,,,,44.04583,4.1586194,,,,,,,,,,,,,1,3.0,132.34244086,1.40128184,132.34244086,1.40128184,17.582,17.55,0.03547,0.03445,-18.39,2.84,21.18,22.66,24.23,0.3955,51.600006,9.07,0.65,0.146,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376185_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17,376185_A,376185_blue_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17.fits,376185,164.0,29.916666,,,,,37.26261,8.427952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,132.35193834,1.38501253,132.35193834,1.38501253,17.286,17.275,0.03503,0.03401,-18.67,2.89,21.29,21.98,23.81,0.3045,56.17,9.07,0.5,0.148,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
376282_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,376282_A,376282_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,376282,28.5,29.916666,,,44.09423,9.547207,,,,,46.59406,10.197025,,,,,,,,,,,,,,,70.73485,10.026188,,,,,,,,,,,,,1,3.0,132.76406242,1.36689991,132.76406242,1.36689991,16.868,16.713,0.03968,0.03865,-19.51,11.3,23.47,24.53,26.17,0.6965,62.160004,9.39,0.46,0.137,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
376293_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26,376293_A,376293_blue_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26.fits,376293,21.5,3.5833333,155.11568,4.36644,129.08424,3.610294,128.60257,5.96552,129.40573,4.365731,128.52307,3.7278142,130.3554,3.6228635,0.0,1.0,0.53404254,0.01623958,,,0.71312165,0.02768742,,,0.08152084,0.014433168,137.6563,3.9654496,0.0,1.0,0.42767844,0.018492639,,,0.5237948,0.025056418,,,0.08152084,0.014433168,1,2.0,132.7975695,1.50169491,132.7975695,1.50169491,16.181,16.226,0.0605,0.05945,-21.03,6.96,20.88,22.08,23.69,0.7605,24.470001,10.65,1.32,0.15,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376340_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26,376340_A,376340_blue_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26.fits,376340,16.5,1.5833334,107.02,2.5571818,86.13511,2.5609586,96.66927,4.3618927,87.1996,2.8858593,86.13511,2.5200717,87.93997,2.117096,0.0,1.0,0.5472773,0.01306149,,,0.69774973,0.021932885,,,0.020373322,0.0075601097,99.78221,2.1978064,0.0,1.0,0.5310193,0.013288431,,,0.6646205,0.0209282,,,0.020373322,0.0075601097,1,3.0,133.01255975,1.42382916,133.01255975,1.42382916,16.018,16.022,0.05203,0.05098,-20.84,5.42,20.85,21.54,23.37,0.5629,13.380005,10.2,0.85,0.131,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376379_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26,376379_A,376379_blue_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26.fits,376379,4.5,29.916666,78.610016,6.126549,59.747204,6.112123,,,60.68103,8.608957,64.25849,7.738924,59.747204,6.4800496,,,,,,,,,,,,,65.75906,7.5572147,,,,,,,,,,,,,1,3.0,133.05532356,1.49961997,133.05532356,1.49961997,17.241,17.239,0.03674,0.03571,-18.79,6.37,21.62,22.26,24.14,0.7847,19.709991,9.16,0.55,0.133,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376478_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25,376478_A,376478_blue_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25.fits,376478,68.5,1.6666666,84.15893,2.6044328,62.29744,2.281406,71.47395,5.2215266,62.817593,3.040521,62.29744,2.547088,64.82168,2.2188466,0.0,1.0,0.54197735,0.013701232,,,0.7093768,0.021985283,,,0.068556495,0.009775392,79.54251,2.0531905,0.0,1.0,0.54618293,0.013568049,,,0.712988,0.022057476,,,0.068556495,0.009775392,1,3.0,133.64997339,1.43498774,133.64997339,1.43498774,15.621,14.718,0.05253,0.05147,-22.19,6.98,21.43,22.2,23.97,0.2987,78.869995,11.16,1.15,0.155,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376587_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,376587_A,376587_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,376587,355.5,4.9999986,82.71398,3.4288507,85.69146,3.4249413,84.73857,5.150217,81.31761,3.3561652,85.85563,3.3272161,84.65555,2.8607512,0.0,1.0,0.4432779,0.0327614,,,0.55760056,0.04460052,,,0.032498937,0.025103038,85.603355,3.1816015,0.0,1.0,0.36225483,0.027935365,,,0.45044425,0.03215151,,,0.032498937,0.025103038,1,2.5,134.29867527,1.40972586,134.29867527,1.40972586,17.339,17.287,0.05403,0.05296,-19.69,2.62,20.11,21.26,22.88,0.7152,178.83,10.03,1.22,0.153,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376679_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13,376679_A,376679_blue_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13.fits,376679,351.0,1.3333334,133.39299,3.6061094,160.6648,9.210339,160.6648,8.562136,167.5388,6.871521,173.41202,6.8245387,172.07631,5.448071,0.0,1.0,0.340315,0.012596358,,,0.33159822,0.012262365,,,0.052958645,0.025568213,147.17374,3.854492,0.0,1.0,0.31391954,0.012416238,,,0.3170969,0.012629165,,,0.052958645,0.025568213,1,2.0,134.64993531,1.53042167,134.64993531,1.53042167,15.821,15.769,0.10789,0.10677,-22.81,5.81,21.35,23.0,24.55,0.3931,95.50001,11.09,1.06,0.183,4.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376703_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13,376703_A,376703_blue_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13.fits,376703,96.5,7.3333335,193.725,1.5807838,200.72575,1.9343716,207.13736,2.9601703,201.74211,2.2897727,198.47484,1.7171749,198.50923,1.5528266,0.0,1.0,0.06545992,0.0074073076,,,0.072159424,0.007133568,,,0.15743117,0.0740797,198.202,1.7551205,0.0,1.0,0.054168846,0.007275953,,,0.06156581,0.0069998857,,,0.15743117,0.0740797,1,0.0,134.73813963,1.43825517,134.73813963,1.43825517,15.622,15.586,0.05311,0.05204,-21.35,3.22,19.93,21.36,22.93,0.1494,80.630005,10.74,1.28,0.201,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
376802_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17,376802_A,376802_blue_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17.fits,376802,161.5,2.75,,,127.23155,1.5406982,126.46554,2.3414989,128.0819,1.7710941,130.12633,1.5750905,131.60999,1.423521,1.0,0.7330793,0.3621248,0.009135458,0.29667705,0.009135458,0.3680794,0.008634178,0.30174363,0.008634178,,,,,1.0,0.8674044,0.31994987,0.009217138,0.29158038,0.009217138,0.32795557,0.008709372,0.29941726,0.008709372,,,1,2.0,135.15833847,1.4699678,135.15833847,1.4699678,14.998,14.928,0.05329,0.05221,-22.01,10.23,21.93,23.21,24.8,0.01,37.48999,10.95,1.2,0.195,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
376990_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19,376990_A,376990_blue_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19.fits,376990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.5,136.00426362,1.45808661,136.00426362,1.45808661,15.56,15.571,0.05456,0.05347,-21.43,5.07,20.92,21.93,23.59,0.2606,56.54,10.63,1.09,0.161,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
377348_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14,377348_A,377348_blue_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14.fits,377348,234.0,29.916666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,137.33399172,1.61430279,137.33399172,1.61430279,16.613,16.579,0.00497,0.00435,-15.02,4.27,21.64,22.36,24.16,0.1676,101.73,7.59,0.44,0.12,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
377562_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14,377562_A,377562_blue_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14.fits,377562,113.5,2.4166667,146.30716,2.2624319,140.91368,2.3735902,141.08435,3.5567658,139.96358,2.5446496,141.92384,2.3122244,140.50967,1.9584798,0.0,1.0,0.37248752,0.01361866,,,0.42604297,0.015182599,,,0.03081929,0.014047414,142.04395,2.0998864,0.0,1.0,0.31313068,0.013118955,,,0.3561253,0.013980056,,,0.03081929,0.014047414,1,1.5,138.01105131,1.64914047,138.01105131,1.64914047,16.24,16.231,0.07206,0.07093,-21.4,3.79,20.72,22.27,23.83,0.2188,116.4,10.68,1.21,0.127,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
